customer_id,period,spend,txns,eligible_spend,cashback,segment,region,group,tenure_months,post,treat
2044,post,710.62,14.0,114.58,3.4299999999999997,Mainstream,Southwest,treatment,14,1,1
2045,pre,3155.7599999999998,80.0,844.66,0.0,Digital Native,West,control,92,0,0
2045,post,3583.16,71.0,740.71,0.0,Digital Native,West,control,92,1,0
2046,pre,321.5,8.0,51.48,0.0,Budget Occasional,West,treatment,58,0,1
2046,post,635.36,13.0,160.64,4.82,Budget Occasional,West,treatment,58,1,1
2047,pre,1003.1800000000001,29.0,145.22,0.0,Budget Occasional,Northeast,control,52,0,0
2047,post,722.35,20.0,115.57000000000001,0.0,Budget Occasional,Northeast,control,52,1,0
2048,pre,84.55,2.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,98,0,1
2048,post,185.29,5.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,98,1,1
2049,pre,1205.34,24.0,267.14,0.0,Mainstream,Southeast,control,32,0,0
2049,post,1104.8799999999999,22.0,185.24,0.0,Mainstream,Southeast,control,32,1,0
2050,pre,767.39,15.0,190.03,0.0,Digital Native,Southeast,control,5,0,0
2050,post,785.23,18.0,208.04000000000002,0.0,Digital Native,Southeast,control,5,1,0
2051,pre,1210.69,30.0,323.39,0.0,Digital Native,Southeast,control,32,0,0
2051,post,996.69,32.0,318.7,0.0,Digital Native,Southeast,control,32,1,0
2052,pre,2794.25,42.0,431.85,0.0,Mainstream,Southeast,treatment,99,0,1
2052,post,2272.12,37.0,215.62,6.46,Mainstream,Southeast,treatment,99,1,1
2053,pre,524.34,9.0,60.9,0.0,Mainstream,Northeast,treatment,56,0,1
2053,post,1163.54,17.0,90.94,2.74,Mainstream,Northeast,treatment,56,1,1
2054,pre,912.08,16.0,49.18,0.0,Mainstream,West,control,63,0,0
2054,post,1245.6299999999999,23.0,111.6,0.0,Mainstream,West,control,63,1,0
2055,pre,1401.76,21.0,364.76,0.0,Mainstream,West,control,87,0,0
2055,post,2085.52,24.0,109.19999999999999,0.0,Mainstream,West,control,87,1,0
2056,pre,278.44,6.0,51.61,0.0,Dormant Reactivation,Northeast,treatment,37,0,1
2056,post,352.09,9.0,13.62,0.41,Dormant Reactivation,Northeast,treatment,37,1,1
2057,pre,372.46,7.0,39.339999999999996,0.0,Budget Occasional,West,control,55,0,0
2057,post,202.53,9.0,0.0,0.0,Budget Occasional,West,control,55,1,0
2058,pre,2399.51,42.0,600.98,0.0,Digital Native,Northeast,control,105,0,0
2058,post,1307.83,32.0,118.92,0.0,Digital Native,Northeast,control,105,1,0
2059,pre,1733.97,32.0,352.92,0.0,Mainstream,Northeast,treatment,109,0,1
2059,post,2502.77,31.0,163.4,4.9,Mainstream,Northeast,treatment,109,1,1
2060,pre,1658.47,45.0,343.24,0.0,Digital Native,Midwest,treatment,48,0,1
2060,post,2273.94,57.0,624.71,18.75,Digital Native,Midwest,treatment,48,1,1
2061,pre,152.46,6.0,16.81,0.0,Dormant Reactivation,Southwest,control,28,0,0
2061,post,79.17,3.0,0.0,0.0,Dormant Reactivation,Southwest,control,28,1,0
2062,pre,5000.59,52.0,1231.16,0.0,Affluent Frequent,Northeast,treatment,29,0,1
2062,post,5738.1,58.0,842.75,25.29,Affluent Frequent,Northeast,treatment,29,1,1
2063,pre,1032.99,20.0,189.05,0.0,Digital Native,West,control,24,0,0
2063,post,863.17,22.0,166.08,0.0,Digital Native,West,control,24,1,0
2064,pre,502.84000000000003,3.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,77,0,1
2064,post,247.39,6.0,31.23,0.94,Dormant Reactivation,Northeast,treatment,77,1,1
2065,pre,1016.56,21.0,297.71,0.0,Digital Native,West,treatment,5,0,1
2065,post,1124.6200000000001,22.0,111.73,3.35,Digital Native,West,treatment,5,1,1
2066,pre,133.44,5.0,75.32,0.0,Budget Occasional,West,treatment,28,0,1
2066,post,265.01,10.0,22.02,0.66,Budget Occasional,West,treatment,28,1,1
2067,pre,539.63,13.0,98.09,0.0,Budget Occasional,West,control,28,0,0
2067,post,996.56,18.0,50.129999999999995,0.0,Budget Occasional,West,control,28,1,0
2068,pre,1363.59,19.0,161.72,0.0,Mainstream,Midwest,treatment,39,0,1
2068,post,1235.93,20.0,250.84,7.53,Mainstream,Midwest,treatment,39,1,1
2069,pre,7734.61,66.0,1167.07,0.0,Affluent Frequent,West,treatment,88,0,1
2069,post,8697.45,83.0,1687.54,50.62,Affluent Frequent,West,treatment,88,1,1
2070,pre,3066.44,30.0,420.56,0.0,Affluent Frequent,Southeast,treatment,98,0,1
2070,post,3077.04,38.0,848.76,25.45,Affluent Frequent,Southeast,treatment,98,1,1
2071,pre,584.86,18.0,100.7,0.0,Budget Occasional,Southeast,treatment,59,0,1
2071,post,597.62,21.0,55.44,1.67,Budget Occasional,Southeast,treatment,59,1,1
2072,pre,202.5,4.0,96.0,0.0,Dormant Reactivation,West,control,91,0,0
2072,post,316.69,4.0,48.04,0.0,Dormant Reactivation,West,control,91,1,0
2073,pre,1999.49,36.0,191.0,0.0,Mainstream,Midwest,treatment,110,0,1
2073,post,2911.85,47.0,426.83,12.81,Mainstream,Midwest,treatment,110,1,1
2074,pre,1255.9,34.0,287.52,0.0,Digital Native,Midwest,treatment,72,0,1
2074,post,2413.68,47.0,326.26,9.81,Digital Native,Midwest,treatment,72,1,1
2075,pre,512.15,15.0,143.84,0.0,Budget Occasional,Southeast,control,110,0,0
2075,post,384.62,15.0,11.83,0.0,Budget Occasional,Southeast,control,110,1,0
2076,pre,1630.69,25.0,147.0,0.0,Mainstream,West,treatment,99,0,1
2076,post,987.57,21.0,253.15,7.58,Mainstream,West,treatment,99,1,1
2077,pre,702.5699999999999,17.0,167.8,0.0,Digital Native,West,control,95,0,0
2077,post,482.86,15.0,310.01,0.0,Digital Native,West,control,95,1,0
2078,pre,1509.93,30.0,162.77,0.0,Digital Native,Northeast,control,49,0,0
2078,post,1524.97,27.0,194.14,0.0,Digital Native,Northeast,control,49,1,0
2079,pre,1264.16,17.0,245.62,0.0,Mainstream,West,treatment,11,0,1
2079,post,714.59,14.0,171.39000000000001,5.13,Mainstream,West,treatment,11,1,1
2080,pre,712.12,16.0,285.77,0.0,Mainstream,Southwest,control,77,0,0
2080,post,881.0,15.0,165.85999999999999,0.0,Mainstream,Southwest,control,77,1,0
2081,pre,1560.8899999999999,38.0,440.02,0.0,Digital Native,Southeast,control,16,0,0
2081,post,1148.52,31.0,347.53,0.0,Digital Native,Southeast,control,16,1,0
2082,pre,2447.52,33.0,780.29,0.0,Affluent Frequent,Southwest,treatment,59,0,1
2082,post,4295.48,54.0,1141.68,34.28,Affluent Frequent,Southwest,treatment,59,1,1
2083,pre,242.0,10.0,39.94,0.0,Budget Occasional,Southwest,treatment,45,0,1
2083,post,452.13,10.0,16.71,0.5,Budget Occasional,Southwest,treatment,45,1,1
2084,pre,1682.54,29.0,320.32,0.0,Mainstream,Southwest,treatment,101,0,1
2084,post,934.16,21.0,192.37,5.77,Mainstream,Southwest,treatment,101,1,1
2085,pre,3801.15,49.0,835.08,0.0,Affluent Frequent,Midwest,control,120,0,0
2085,post,4591.2300000000005,49.0,507.89,0.0,Affluent Frequent,Midwest,control,120,1,0
2086,pre,93.17,4.0,0.0,0.0,Budget Occasional,Southeast,treatment,77,0,1
2086,post,406.49,7.0,0.0,0.0,Budget Occasional,Southeast,treatment,77,1,1
2087,pre,889.62,22.0,123.63,0.0,Budget Occasional,Northeast,control,104,0,0
2087,post,1158.85,32.0,99.63,0.0,Budget Occasional,Northeast,control,104,1,0
2088,pre,1431.57,40.0,428.36,0.0,Digital Native,Midwest,treatment,110,0,1
2088,post,1600.8400000000001,46.0,385.48,11.57,Digital Native,Midwest,treatment,110,1,1
2089,pre,982.6,26.0,208.82,0.0,Digital Native,Southeast,treatment,42,0,1
2089,post,1037.97,25.0,335.62,10.07,Digital Native,Southeast,treatment,42,1,1
2090,pre,1161.75,28.0,267.87,0.0,Digital Native,Midwest,treatment,98,0,1
2090,post,1184.24,26.0,206.54,6.1899999999999995,Digital Native,Midwest,treatment,98,1,1
2091,pre,1072.3700000000001,31.0,269.03000000000003,0.0,Digital Native,Southeast,treatment,79,0,1
2091,post,1524.58,46.0,516.39,15.48,Digital Native,Southeast,treatment,79,1,1
2092,pre,546.3,17.0,54.06,0.0,Budget Occasional,Northeast,control,54,0,0
2092,post,636.1,16.0,109.27,0.0,Budget Occasional,Northeast,control,54,1,0
2093,pre,1119.49,23.0,262.79,0.0,Digital Native,Midwest,treatment,102,0,1
2093,post,1435.28,36.0,140.99,4.22,Digital Native,Midwest,treatment,102,1,1
2094,pre,973.0500000000001,21.0,214.93,0.0,Mainstream,Southeast,control,67,0,0
2094,post,546.46,15.0,118.06,0.0,Mainstream,Southeast,control,67,1,0
2095,pre,1336.55,37.0,348.79,0.0,Digital Native,Southeast,control,91,0,0
2095,post,1307.04,35.0,279.03000000000003,0.0,Digital Native,Southeast,control,91,1,0
2096,pre,1480.3400000000001,29.0,347.8,0.0,Mainstream,West,treatment,116,0,1
2096,post,2458.34,31.0,398.65000000000003,11.97,Mainstream,West,treatment,116,1,1
2097,pre,990.98,27.0,273.53999999999996,0.0,Digital Native,Midwest,control,36,0,0
2097,post,1026.1,33.0,254.18,0.0,Digital Native,Midwest,control,36,1,0
2098,pre,307.22,11.0,37.68,0.0,Budget Occasional,Northeast,treatment,63,0,1
2098,post,252.0,10.0,0.0,0.0,Budget Occasional,Northeast,treatment,63,1,1
2099,pre,1230.36,17.0,64.84,0.0,Mainstream,Southeast,treatment,9,0,1
2099,post,539.26,14.0,58.56,1.76,Mainstream,Southeast,treatment,9,1,1
2100,pre,352.99,14.0,150.22,0.0,Budget Occasional,Southwest,treatment,99,0,1
2100,post,161.51,10.0,63.82,1.91,Budget Occasional,Southwest,treatment,99,1,1
2101,pre,24.76,1.0,0.0,0.0,Budget Occasional,Southeast,treatment,51,0,1
2101,post,151.12,4.0,22.1,0.66,Budget Occasional,Southeast,treatment,51,1,1
2102,pre,1886.44,51.0,835.3,0.0,Digital Native,West,control,87,0,0
2102,post,2682.35,57.0,649.47,0.0,Digital Native,West,control,87,1,0
2103,pre,3022.14,50.0,376.92,0.0,Mainstream,Midwest,treatment,7,0,1
2103,post,4168.97,61.0,509.18,15.27,Mainstream,Midwest,treatment,7,1,1
2104,pre,66.89,2.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,10,0,1
2104,post,213.03,5.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,10,1,1
2105,pre,986.99,23.0,214.24,0.0,Mainstream,Southwest,control,87,0,0
2105,post,713.51,19.0,157.61,0.0,Mainstream,Southwest,control,87,1,0
2106,pre,2655.5099999999998,41.0,360.58,0.0,Mainstream,Southeast,control,98,0,0
2106,post,2523.13,45.0,350.33,0.0,Mainstream,Southeast,control,98,1,0
2107,pre,136.67,2.0,0.0,0.0,Dormant Reactivation,Southeast,treatment,94,0,1
2107,post,43.91,1.0,43.91,1.32,Dormant Reactivation,Southeast,treatment,94,1,1
2108,pre,449.22,11.0,0.0,0.0,Dormant Reactivation,Southeast,control,87,0,0
2108,post,373.82,9.0,35.02,0.0,Dormant Reactivation,Southeast,control,87,1,0
2109,pre,786.29,10.0,159.4,0.0,Affluent Frequent,Southwest,treatment,30,0,1
2109,post,826.16,8.0,67.68,2.0300000000000002,Affluent Frequent,Southwest,treatment,30,1,1
2110,pre,4485.83,91.0,1029.4,0.0,Digital Native,Northeast,treatment,55,0,1
2110,post,4420.12,81.0,601.04,18.05,Digital Native,Northeast,treatment,55,1,1
2111,pre,632.75,7.0,0.0,0.0,Dormant Reactivation,Northeast,control,76,0,0
2111,post,451.94,8.0,0.0,0.0,Dormant Reactivation,Northeast,control,76,1,0
2112,pre,97.78,4.0,41.3,0.0,Budget Occasional,Southwest,treatment,66,0,1
2112,post,113.0,4.0,0.0,0.0,Budget Occasional,Southwest,treatment,66,1,1
2113,pre,873.3100000000001,28.0,134.19,0.0,Budget Occasional,Southeast,control,8,0,0
2113,post,517.77,15.0,0.0,0.0,Budget Occasional,Southeast,control,8,1,0
2114,pre,3080.51,41.0,527.4200000000001,0.0,Mainstream,Northeast,treatment,27,0,1
2114,post,3859.17,54.0,632.75,18.98,Mainstream,Northeast,treatment,27,1,1
2115,pre,2599.15,24.0,265.19,0.0,Affluent Frequent,Northeast,control,49,0,0
2115,post,3335.99,18.0,629.5,0.0,Affluent Frequent,Northeast,control,49,1,0
2116,pre,3791.41,34.0,484.58,0.0,Affluent Frequent,Southwest,control,56,0,0
2116,post,3314.77,33.0,945.1800000000001,0.0,Affluent Frequent,Southwest,control,56,1,0
2117,pre,2201.22,22.0,315.09000000000003,0.0,Affluent Frequent,Midwest,treatment,9,0,1
2117,post,3083.27,31.0,755.91,22.689999999999998,Affluent Frequent,Midwest,treatment,9,1,1
2118,pre,399.91,13.0,125.95,0.0,Budget Occasional,Northeast,control,95,0,0
2118,post,640.01,15.0,0.0,0.0,Budget Occasional,Northeast,control,95,1,0
2119,pre,61.22,2.0,0.0,0.0,Dormant Reactivation,Southeast,treatment,102,0,1
2119,post,74.02,2.0,53.32,1.6,Dormant Reactivation,Southeast,treatment,102,1,1
2120,pre,2141.88,31.0,273.18,0.0,Mainstream,West,treatment,46,0,1
2120,post,1995.1399999999999,33.0,341.38,10.25,Mainstream,West,treatment,46,1,1
2121,pre,89.42,3.0,0.0,0.0,Dormant Reactivation,Northeast,treatment,91,0,1
2121,post,44.36,2.0,30.7,0.92,Dormant Reactivation,Northeast,treatment,91,1,1
2122,pre,3177.87,32.0,1021.92,0.0,Affluent Frequent,West,treatment,91,0,1
2122,post,5438.53,41.0,787.9200000000001,23.65,Affluent Frequent,West,treatment,91,1,1
2123,pre,1342.02,21.0,152.15,0.0,Mainstream,Southeast,treatment,116,0,1
2123,post,1580.57,28.0,228.29,6.85,Mainstream,Southeast,treatment,116,1,1
2124,pre,1626.15,19.0,116.35,0.0,Mainstream,Northeast,control,110,0,0
2124,post,1037.6200000000001,12.0,95.3,0.0,Mainstream,Northeast,control,110,1,0
2125,pre,1289.54,15.0,213.97,0.0,Affluent Frequent,Southeast,treatment,107,0,1
2125,post,3113.06,31.0,610.15,18.32,Affluent Frequent,Southeast,treatment,107,1,1
2126,pre,1470.12,40.0,330.06,0.0,Digital Native,Southwest,control,71,0,0
2126,post,1578.83,44.0,362.77,0.0,Digital Native,Southwest,control,71,1,0
2127,pre,4720.79,52.0,887.98,0.0,Affluent Frequent,Southeast,control,109,0,0
2127,post,4154.37,53.0,1153.64,0.0,Affluent Frequent,Southeast,control,109,1,0
2128,pre,119.21000000000001,5.0,0.0,0.0,Dormant Reactivation,Southeast,control,53,0,0
2128,post,40.3,2.0,31.79,0.0,Dormant Reactivation,Southeast,control,53,1,0
2129,pre,1225.06,23.0,250.23000000000002,0.0,Mainstream,Northeast,control,35,0,0
2129,post,1779.69,27.0,302.25,0.0,Mainstream,Northeast,control,35,1,0
2130,pre,952.0,20.0,130.57999999999998,0.0,Mainstream,Southeast,control,39,0,0
2130,post,1070.0,19.0,198.54,0.0,Mainstream,Southeast,control,39,1,0
2131,pre,1839.44,20.0,418.51,0.0,Affluent Frequent,Southeast,treatment,62,0,1
2131,post,967.0600000000001,12.0,201.64,6.04,Affluent Frequent,Southeast,treatment,62,1,1
2132,pre,1563.07,31.0,449.63,0.0,Mainstream,Northeast,treatment,46,0,1
2132,post,990.91,21.0,205.07,6.15,Mainstream,Northeast,treatment,46,1,1
2133,pre,1116.8,26.0,394.17,0.0,Mainstream,Southeast,treatment,87,0,1
2133,post,1906.87,38.0,347.24,10.399999999999999,Mainstream,Southeast,treatment,87,1,1
2134,pre,1917.29,24.0,268.23,0.0,Mainstream,Midwest,treatment,81,0,1
2134,post,1027.92,21.0,233.62,7.01,Mainstream,Midwest,treatment,81,1,1
2135,pre,1433.43,22.0,264.82,0.0,Mainstream,Southeast,control,32,0,0
2135,post,1169.91,21.0,268.11,0.0,Mainstream,Southeast,control,32,1,0
2136,pre,9284.08,91.0,1720.84,0.0,Affluent Frequent,Northeast,treatment,114,0,1
2136,post,9215.87,92.0,1757.76,52.71,Affluent Frequent,Northeast,treatment,114,1,1
2137,pre,2353.6,35.0,243.4,0.0,Mainstream,Southeast,control,23,0,0
2137,post,1750.11,34.0,380.56,0.0,Mainstream,Southeast,control,23,1,0
2138,pre,434.79999999999995,13.0,39.36,0.0,Budget Occasional,Southeast,control,80,0,0
2138,post,542.09,19.0,15.76,0.0,Budget Occasional,Southeast,control,80,1,0
2139,pre,533.07,13.0,50.05,0.0,Budget Occasional,West,control,86,0,0
2139,post,661.14,18.0,57.58,0.0,Budget Occasional,West,control,86,1,0
2140,pre,869.33,19.0,61.34,0.0,Budget Occasional,West,control,73,0,0
2140,post,518.45,9.0,51.849999999999994,0.0,Budget Occasional,West,control,73,1,0
2141,pre,307.28,12.0,45.239999999999995,0.0,Budget Occasional,Midwest,treatment,84,0,1
2141,post,495.07,18.0,122.18,3.67,Budget Occasional,Midwest,treatment,84,1,1
2142,pre,1352.02,24.0,171.87,0.0,Mainstream,Midwest,treatment,30,0,1
2142,post,993.65,21.0,233.24,7.0,Mainstream,Midwest,treatment,30,1,1
2143,pre,1404.78,21.0,150.97,0.0,Mainstream,West,treatment,12,0,1
2143,post,865.62,15.0,216.0,6.48,Mainstream,West,treatment,12,1,1
2144,pre,6150.18,68.0,1483.3600000000001,0.0,Affluent Frequent,Southwest,treatment,94,0,1
2144,post,6395.66,71.0,1218.52,36.56,Affluent Frequent,Southwest,treatment,94,1,1
2145,pre,249.76999999999998,9.0,36.02,0.0,Budget Occasional,Southeast,control,78,0,0
2145,post,171.75,4.0,0.0,0.0,Budget Occasional,Southeast,control,78,1,0
2146,pre,852.19,26.0,212.57,0.0,Budget Occasional,Midwest,control,92,0,0
2146,post,991.1,27.0,206.84,0.0,Budget Occasional,Midwest,control,92,1,0
2147,pre,285.36,8.0,0.0,0.0,Dormant Reactivation,West,treatment,64,0,1
2147,post,542.03,9.0,46.129999999999995,1.39,Dormant Reactivation,West,treatment,64,1,1
2148,pre,2711.73,34.0,342.94,0.0,Mainstream,West,control,108,0,0
2148,post,2343.87,37.0,351.42,0.0,Mainstream,West,control,108,1,0
2149,pre,3231.85,30.0,783.59,0.0,Affluent Frequent,West,treatment,93,0,1
2149,post,2319.26,29.0,898.06,26.939999999999998,Affluent Frequent,West,treatment,93,1,1
2150,pre,392.23,11.0,106.24,0.0,Budget Occasional,West,control,84,0,0
2150,post,371.35,10.0,32.49,0.0,Budget Occasional,West,control,84,1,0
2151,pre,788.34,21.0,264.03,0.0,Digital Native,West,control,20,0,0
2151,post,1222.54,27.0,331.7,0.0,Digital Native,West,control,20,1,0
2152,pre,232.52,5.0,145.83,0.0,Mainstream,West,treatment,111,0,1
2152,post,405.58,4.0,0.0,0.0,Mainstream,West,treatment,111,1,1
2153,pre,513.86,10.0,113.32000000000001,0.0,Mainstream,Southwest,control,77,0,0
2153,post,209.39000000000001,6.0,18.5,0.0,Mainstream,Southwest,control,77,1,0
2154,pre,6433.05,63.0,1119.46,0.0,Affluent Frequent,Northeast,treatment,102,0,1
2154,post,8363.56,78.0,1636.44,49.09,Affluent Frequent,Northeast,treatment,102,1,1
2155,pre,640.32,18.0,183.79,0.0,Digital Native,Midwest,treatment,76,0,1
2155,post,1376.52,27.0,162.83,4.89,Digital Native,Midwest,treatment,76,1,1
2156,pre,833.22,11.0,0.0,0.0,Mainstream,West,treatment,93,0,1
2156,post,2040.1299999999999,21.0,14.24,0.43,Mainstream,West,treatment,93,1,1
2157,pre,27.6,1.0,0.0,0.0,Budget Occasional,Midwest,control,64,0,0
2157,post,33.67,2.0,21.24,0.0,Budget Occasional,Midwest,control,64,1,0
2158,pre,513.52,13.0,66.44999999999999,0.0,Dormant Reactivation,Midwest,control,60,0,0
2158,post,316.7,7.0,0.0,0.0,Dormant Reactivation,Midwest,control,60,1,0
2159,pre,4222.47,26.0,563.99,0.0,Affluent Frequent,West,control,86,0,0
2159,post,3410.92,36.0,722.21,0.0,Affluent Frequent,West,control,86,1,0
2160,pre,38.66,1.0,38.66,0.0,Dormant Reactivation,West,control,60,0,0
2160,post,248.17000000000002,5.0,47.22,0.0,Dormant Reactivation,West,control,60,1,0
2161,pre,228.9,7.0,0.0,0.0,Budget Occasional,West,treatment,115,0,1
2161,post,370.01,10.0,117.57000000000001,3.5300000000000002,Budget Occasional,West,treatment,115,1,1
2162,pre,1522.68,30.0,411.8,0.0,Mainstream,Southwest,treatment,107,0,1
2162,post,1667.38,35.0,301.89,9.06,Mainstream,Southwest,treatment,107,1,1
2163,pre,988.85,23.0,24.52,0.0,Budget Occasional,Northeast,treatment,45,0,1
2163,post,592.67,21.0,126.86,3.8,Budget Occasional,Northeast,treatment,45,1,1
2164,pre,1699.44,25.0,514.57,0.0,Mainstream,West,control,95,0,0
2164,post,808.16,15.0,168.85,0.0,Mainstream,West,control,95,1,0
2165,pre,1256.22,41.0,267.89,0.0,Digital Native,Southwest,control,117,0,0
2165,post,1137.89,24.0,227.79000000000002,0.0,Digital Native,Southwest,control,117,1,0
2166,pre,2935.47,31.0,717.34,0.0,Affluent Frequent,Southeast,control,95,0,0
2166,post,2664.83,32.0,747.9200000000001,0.0,Affluent Frequent,Southeast,control,95,1,0
2167,pre,296.18,8.0,74.08,0.0,Dormant Reactivation,Northeast,treatment,32,0,1
2167,post,379.21000000000004,8.0,64.31,1.93,Dormant Reactivation,Northeast,treatment,32,1,1
2168,pre,2272.53,20.0,419.24,0.0,Affluent Frequent,West,treatment,40,0,1
2168,post,2536.0099999999998,16.0,432.84999999999997,12.98,Affluent Frequent,West,treatment,40,1,1
2169,pre,1641.25,16.0,518.9200000000001,0.0,Affluent Frequent,Northeast,control,85,0,0
2169,post,830.49,14.0,250.67000000000002,0.0,Affluent Frequent,Northeast,control,85,1,0
2170,pre,3076.54,30.0,773.4300000000001,0.0,Affluent Frequent,Northeast,treatment,116,0,1
2170,post,3635.69,33.0,1123.07,33.7,Affluent Frequent,Northeast,treatment,116,1,1
2171,pre,844.02,19.0,73.24000000000001,0.0,Dormant Reactivation,Midwest,control,66,0,0
2171,post,419.82,14.0,37.8,0.0,Dormant Reactivation,Midwest,control,66,1,0
2172,pre,506.74,3.0,0.0,0.0,Dormant Reactivation,Midwest,control,20,0,0
2172,post,21.83,1.0,21.83,0.0,Dormant Reactivation,Midwest,control,20,1,0
2173,pre,974.03,19.0,176.72,0.0,Mainstream,Southeast,control,66,0,0
2173,post,1046.44,21.0,287.85,0.0,Mainstream,Southeast,control,66,1,0
2174,pre,58.089999999999996,3.0,0.0,0.0,Dormant Reactivation,Southwest,treatment,28,0,1
2174,post,471.86999999999995,5.0,46.69,1.4,Dormant Reactivation,Southwest,treatment,28,1,1
2175,pre,1424.99,28.0,332.84000000000003,0.0,Digital Native,Southeast,treatment,102,0,1
2175,post,966.82,26.0,236.83,7.12,Digital Native,Southeast,treatment,102,1,1
2176,pre,3659.45,41.0,894.94,0.0,Affluent Frequent,Southeast,treatment,11,0,1
2176,post,4615.56,51.0,1590.72,47.730000000000004,Affluent Frequent,Southeast,treatment,11,1,1
2177,pre,2886.1,36.0,992.64,0.0,Affluent Frequent,Midwest,treatment,51,0,1
2177,post,3509.56,44.0,778.25,23.36,Affluent Frequent,Midwest,treatment,51,1,1
2178,pre,789.89,16.0,61.28,0.0,Mainstream,Southeast,control,100,0,0
2178,post,1102.47,13.0,184.71,0.0,Mainstream,Southeast,control,100,1,0
2179,pre,131.65,4.0,44.67,0.0,Budget Occasional,Midwest,control,26,0,0
2179,post,261.77,6.0,0.0,0.0,Budget Occasional,Midwest,control,26,1,0
2180,pre,121.36,5.0,23.8,0.0,Budget Occasional,West,control,34,0,0
2180,post,386.26,6.0,57.66,0.0,Budget Occasional,West,control,34,1,0
2181,pre,158.21,6.0,74.36000000000001,0.0,Dormant Reactivation,Midwest,treatment,7,0,1
2181,post,44.06,1.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,7,1,1
2182,pre,1694.6,21.0,570.0699999999999,0.0,Affluent Frequent,Midwest,treatment,50,0,1
2182,post,3000.63,33.0,417.78,12.530000000000001,Affluent Frequent,Midwest,treatment,50,1,1
2183,pre,2996.42,61.0,849.38,0.0,Digital Native,West,control,70,0,0
2183,post,2727.28,51.0,528.36,0.0,Digital Native,West,control,70,1,0
2184,pre,493.4,19.0,94.02000000000001,0.0,Budget Occasional,Southeast,treatment,88,0,1
2184,post,355.93,14.0,127.41,3.8200000000000003,Budget Occasional,Southeast,treatment,88,1,1
2185,pre,10.76,1.0,10.76,0.0,Dormant Reactivation,Midwest,treatment,96,0,1
2185,post,70.75,3.0,12.9,0.39,Dormant Reactivation,Midwest,treatment,96,1,1
2186,pre,684.02,12.0,22.94,0.0,Mainstream,Southwest,treatment,93,0,1
2186,post,373.7,7.0,117.96,3.54,Mainstream,Southwest,treatment,93,1,1
2187,pre,570.65,16.0,11.27,0.0,Budget Occasional,Southeast,treatment,49,0,1
2187,post,509.88,19.0,68.46000000000001,2.06,Budget Occasional,Southeast,treatment,49,1,1
2188,pre,452.79999999999995,8.0,84.57,0.0,Mainstream,Southeast,treatment,104,0,1
2188,post,801.58,13.0,49.46,1.48,Mainstream,Southeast,treatment,104,1,1
2189,pre,5895.89,40.0,520.37,0.0,Affluent Frequent,West,treatment,41,0,1
2189,post,4353.13,50.0,1029.48,30.89,Affluent Frequent,West,treatment,41,1,1
2190,pre,302.2,10.0,64.53,0.0,Budget Occasional,Northeast,treatment,115,0,1
2190,post,426.19,14.0,103.73,3.12,Budget Occasional,Northeast,treatment,115,1,1
2191,pre,1229.8,25.0,207.17,0.0,Digital Native,Northeast,control,100,0,0
2191,post,983.14,26.0,293.9,0.0,Digital Native,Northeast,control,100,1,0
2192,pre,361.03999999999996,9.0,47.5,0.0,Budget Occasional,Midwest,control,18,0,0
2192,post,277.83,9.0,59.9,0.0,Budget Occasional,Midwest,control,18,1,0
2193,pre,761.77,18.0,37.81,0.0,Budget Occasional,West,treatment,67,0,1
2193,post,670.69,19.0,39.11,1.18,Budget Occasional,West,treatment,67,1,1
2194,pre,177.96,5.0,12.93,0.0,Budget Occasional,West,control,36,0,0
2194,post,443.92999999999995,7.0,34.81,0.0,Budget Occasional,West,control,36,1,0
2195,pre,1918.59,22.0,160.16,0.0,Mainstream,Northeast,treatment,4,0,1
2195,post,1654.65,27.0,118.45,3.55,Mainstream,Northeast,treatment,4,1,1
2196,pre,218.41,6.0,49.05,0.0,Budget Occasional,West,treatment,76,0,1
2196,post,180.24,3.0,0.0,0.0,Budget Occasional,West,treatment,76,1,1
2197,pre,1929.97,52.0,530.87,0.0,Digital Native,Northeast,treatment,84,0,1
2197,post,4131.55,71.0,638.55,19.16,Digital Native,Northeast,treatment,84,1,1
2198,pre,0.0,0.0,0.0,0.0,Dormant Reactivation,Northeast,control,7,0,0
2198,post,45.42,1.0,0.0,0.0,Dormant Reactivation,Northeast,control,7,1,0
2199,pre,614.2,17.0,194.01,0.0,Dormant Reactivation,West,control,29,0,0
2199,post,1298.2,21.0,106.25,0.0,Dormant Reactivation,West,control,29,1,0
2200,pre,340.64,7.0,22.14,0.0,Budget Occasional,Northeast,treatment,105,0,1
2200,post,320.24,10.0,52.69,1.58,Budget Occasional,Northeast,treatment,105,1,1
2201,pre,842.03,19.0,67.71000000000001,0.0,Budget Occasional,West,treatment,95,0,1
2201,post,1222.39,26.0,108.66,3.27,Budget Occasional,West,treatment,95,1,1
2202,pre,104.97,3.0,0.0,0.0,Dormant Reactivation,Midwest,treatment,90,0,1
2202,post,123.8,4.0,68.32,2.05,Dormant Reactivation,Midwest,treatment,90,1,1
