txn_date,customer_id,segment,region,test_group,merchant_category,is_eligible_category,period,study_week,amount,cashback_earned
2025-02-14,8388,Affluent Frequent,Northeast,treatment,OnlineRetail,False,pre,5,158.33,0.0
2025-02-14,6804,Affluent Frequent,Northeast,control,Apparel,False,pre,5,108.68,0.0
2025-02-14,2643,Budget Occasional,Northeast,control,Travel,False,pre,5,200.72,0.0
2025-02-14,6499,Budget Occasional,Southeast,control,Entertainment,True,pre,5,38.03,0.0
2025-02-14,9766,Budget Occasional,West,control,Dining,True,pre,5,23.67,0.0
2025-02-14,5286,Digital Native,Southwest,control,OnlineRetail,False,pre,5,45.67,0.0
2025-02-14,1613,Affluent Frequent,West,control,Grocery,False,pre,5,57.45,0.0
2025-02-14,7776,Digital Native,West,treatment,Entertainment,True,pre,5,27.89,0.0
2025-02-14,213,Affluent Frequent,West,treatment,Dining,True,pre,5,59.11,0.0
2025-02-14,4511,Digital Native,Midwest,control,Grocery,False,pre,5,19.3,0.0
2025-02-14,2252,Digital Native,Southwest,treatment,OnlineRetail,False,pre,5,68.33,0.0
2025-02-14,699,Digital Native,Northeast,treatment,Apparel,False,pre,5,33.8,0.0
2025-02-14,8693,Mainstream,West,treatment,Fuel,False,pre,5,24.68,0.0
2025-02-14,4358,Mainstream,Southeast,control,Fuel,False,pre,5,27.19,0.0
2025-02-14,4672,Budget Occasional,Midwest,control,Grocery,False,pre,5,19.08,0.0
2025-02-14,2538,Affluent Frequent,Northeast,treatment,Grocery,False,pre,5,69.58,0.0
2025-02-14,9405,Affluent Frequent,Southeast,treatment,Apparel,False,pre,5,72.91,0.0
2025-02-14,1493,Affluent Frequent,Midwest,treatment,Electronics,False,pre,5,167.12,0.0
2025-02-14,7764,Mainstream,Southwest,control,Grocery,False,pre,5,45.95,0.0
2025-02-14,5121,Digital Native,West,treatment,Fuel,False,pre,5,15.93,0.0
2025-02-14,1293,Budget Occasional,Northeast,treatment,OnlineRetail,False,pre,5,23.48,0.0
2025-02-14,565,Affluent Frequent,West,control,Entertainment,True,pre,5,71.09,0.0
2025-02-14,9220,Mainstream,Southwest,control,Dining,True,pre,5,43.67,0.0
2025-02-14,579,Digital Native,Northeast,treatment,Grocery,False,pre,5,26.71,0.0
2025-02-14,8458,Digital Native,West,control,Travel,False,pre,5,194.33,0.0
2025-02-14,7080,Digital Native,Southwest,treatment,Entertainment,True,pre,5,34.03,0.0
2025-02-14,8962,Budget Occasional,West,control,Grocery,False,pre,5,15.37,0.0
2025-02-14,5388,Dormant Reactivation,West,treatment,Entertainment,True,pre,5,37.86,0.0
2025-02-14,4740,Budget Occasional,Northeast,treatment,Electronics,False,pre,5,78.45,0.0
2025-02-14,9714,Digital Native,Northeast,treatment,Dining,True,pre,5,23.74,0.0
2025-02-14,2236,Affluent Frequent,Southeast,treatment,OnlineRetail,False,pre,5,56.46,0.0
2025-02-14,127,Affluent Frequent,West,control,OnlineRetail,False,pre,5,149.99,0.0
2025-02-14,9284,Affluent Frequent,Southeast,treatment,Grocery,False,pre,5,72.01,0.0
2025-02-14,6894,Mainstream,West,control,Electronics,False,pre,5,93.33,0.0
2025-02-14,4438,Mainstream,Northeast,treatment,Fuel,False,pre,5,46.28,0.0
2025-02-14,6150,Mainstream,West,treatment,Dining,True,pre,5,21.76,0.0
2025-02-14,6227,Affluent Frequent,Southeast,treatment,Travel,False,pre,5,235.36,0.0
2025-02-14,7090,Budget Occasional,Northeast,treatment,Apparel,False,pre,5,19.39,0.0
2025-02-14,2022,Affluent Frequent,Southeast,treatment,Grocery,False,pre,5,52.7,0.0
2025-02-14,3453,Mainstream,Northeast,control,Fuel,False,pre,5,26.54,0.0
2025-02-14,422,Digital Native,Southeast,treatment,Apparel,False,pre,5,31.32,0.0
2025-02-14,1687,Dormant Reactivation,Northeast,control,Grocery,False,pre,5,26.44,0.0
2025-02-14,3320,Affluent Frequent,Northeast,control,Entertainment,True,pre,5,69.91,0.0
2025-02-14,3604,Mainstream,Southeast,control,Apparel,False,pre,5,45.57,0.0
2025-02-14,3925,Affluent Frequent,Southeast,control,Grocery,False,pre,5,68.15,0.0
2025-02-14,3681,Digital Native,Northeast,treatment,Dining,True,pre,5,17.35,0.0
2025-02-14,3547,Digital Native,West,control,Electronics,False,pre,5,46.7,0.0
2025-02-14,7268,Budget Occasional,Midwest,control,Fuel,False,pre,5,8.89,0.0
2025-02-14,6324,Affluent Frequent,Southwest,control,Grocery,False,pre,5,103.06,0.0
2025-02-14,9472,Digital Native,Southeast,control,Entertainment,True,pre,5,32.26,0.0
2025-02-14,759,Budget Occasional,Southwest,control,Apparel,False,pre,5,13.32,0.0
2025-02-14,1505,Affluent Frequent,Southwest,treatment,Travel,False,pre,5,71.32,0.0
2025-02-14,4252,Mainstream,Midwest,control,Fuel,False,pre,5,15.23,0.0
2025-02-14,4831,Digital Native,Southeast,treatment,Fuel,False,pre,5,16.93,0.0
2025-02-14,9109,Mainstream,Southwest,treatment,Grocery,False,pre,5,37.89,0.0
2025-02-14,6078,Mainstream,Midwest,control,Electronics,False,pre,5,146.48,0.0
2025-02-14,3365,Mainstream,Southwest,treatment,OnlineRetail,False,pre,5,9.48,0.0
2025-02-14,533,Mainstream,West,control,Dining,True,pre,5,55.88,0.0
2025-02-14,3072,Mainstream,West,control,Travel,False,pre,5,240.57,0.0
2025-02-14,1296,Mainstream,West,control,Dining,True,pre,5,28.31,0.0
2025-02-14,6230,Mainstream,Southwest,treatment,OnlineRetail,False,pre,5,31.61,0.0
2025-02-14,1083,Mainstream,West,treatment,Travel,False,pre,5,279.62,0.0
2025-02-14,8969,Budget Occasional,West,treatment,Grocery,False,pre,5,24.25,0.0
2025-02-14,9236,Affluent Frequent,Northeast,control,Entertainment,True,pre,5,77.17,0.0
2025-02-14,1024,Budget Occasional,Southeast,treatment,Grocery,False,pre,5,17.43,0.0
2025-02-14,2626,Mainstream,Northeast,treatment,Grocery,False,pre,5,53.17,0.0
2025-02-14,1417,Mainstream,Midwest,control,Fuel,False,pre,5,17.61,0.0
2025-02-14,5908,Mainstream,Southwest,control,OnlineRetail,False,pre,5,61.39,0.0
2025-02-14,7182,Affluent Frequent,Southeast,control,Grocery,False,pre,5,90.15,0.0
2025-02-14,9861,Dormant Reactivation,Northeast,control,Grocery,False,pre,5,60.38,0.0
2025-02-14,3461,Digital Native,Southeast,control,Grocery,False,pre,5,14.91,0.0
2025-02-14,8241,Digital Native,Northeast,control,Grocery,False,pre,5,15.35,0.0
2025-02-14,5746,Digital Native,Southeast,treatment,OnlineRetail,False,pre,5,30.69,0.0
2025-02-14,5746,Digital Native,Southeast,treatment,Grocery,False,pre,5,28.51,0.0
2025-02-14,471,Digital Native,Northeast,control,Dining,True,pre,5,47.25,0.0
2025-02-14,1609,Digital Native,Midwest,control,Entertainment,True,pre,5,87.91,0.0
2025-02-14,7496,Mainstream,Northeast,treatment,Entertainment,True,pre,5,35.11,0.0
2025-02-14,3920,Digital Native,Midwest,treatment,Fuel,False,pre,5,23.46,0.0
2025-02-14,8234,Mainstream,West,treatment,Electronics,False,pre,5,322.94,0.0
2025-02-14,6400,Digital Native,Northeast,control,OnlineRetail,False,pre,5,43.19,0.0
2025-02-14,199,Budget Occasional,West,control,Entertainment,True,pre,5,50.63,0.0
2025-02-14,172,Mainstream,Southeast,treatment,Apparel,False,pre,5,36.9,0.0
2025-02-14,5399,Digital Native,Southeast,control,Entertainment,True,pre,5,37.8,0.0
2025-02-14,4162,Affluent Frequent,West,treatment,Electronics,False,pre,5,168.65,0.0
2025-02-14,1011,Digital Native,Northeast,treatment,Dining,True,pre,5,21.87,0.0
2025-02-14,3037,Digital Native,Northeast,control,Grocery,False,pre,5,28.74,0.0
2025-02-14,6434,Mainstream,Southwest,control,Grocery,False,pre,5,71.38,0.0
2025-02-14,3760,Mainstream,Northeast,treatment,Entertainment,True,pre,5,80.54,0.0
2025-02-14,7410,Affluent Frequent,Northeast,treatment,Dining,True,pre,5,50.54,0.0
2025-02-14,8294,Affluent Frequent,West,treatment,Entertainment,True,pre,5,40.93,0.0
2025-02-14,58,Budget Occasional,Midwest,treatment,OnlineRetail,False,pre,5,22.96,0.0
2025-02-14,937,Budget Occasional,Southeast,control,Fuel,False,pre,5,12.85,0.0
2025-02-14,6006,Mainstream,West,treatment,OnlineRetail,False,pre,5,115.81,0.0
2025-02-14,2183,Digital Native,West,control,OnlineRetail,False,pre,5,61.92,0.0
2025-02-14,9832,Dormant Reactivation,West,treatment,Fuel,False,pre,5,20.53,0.0
2025-02-14,2282,Affluent Frequent,Southwest,treatment,Dining,True,pre,5,14.73,0.0
2025-02-14,8519,Mainstream,Northeast,control,Travel,False,pre,5,97.07,0.0
2025-02-14,7754,Affluent Frequent,West,treatment,Grocery,False,pre,5,47.47,0.0
2025-02-14,8091,Digital Native,Southeast,control,Grocery,False,pre,5,14.53,0.0
2025-02-14,5918,Affluent Frequent,Northeast,treatment,Dining,True,pre,5,49.99,0.0
2025-02-14,7137,Mainstream,Midwest,control,Grocery,False,pre,5,72.6,0.0
2025-02-14,1583,Affluent Frequent,Southeast,control,Dining,True,pre,5,38.14,0.0
2025-02-14,8141,Mainstream,Northeast,control,OnlineRetail,False,pre,5,55.45,0.0
2025-02-14,7919,Affluent Frequent,Southwest,control,Apparel,False,pre,5,110.83,0.0
2025-02-14,7426,Mainstream,Southeast,treatment,Grocery,False,pre,5,48.69,0.0
2025-02-14,5504,Affluent Frequent,West,control,Grocery,False,pre,5,59.17,0.0
2025-02-14,8294,Affluent Frequent,West,treatment,Electronics,False,pre,5,442.87,0.0
2025-02-14,999,Affluent Frequent,Southwest,control,Entertainment,True,pre,5,58.95,0.0
2025-02-15,9651,Affluent Frequent,West,control,Apparel,False,pre,5,226.78,0.0
2025-02-15,7876,Budget Occasional,Northeast,treatment,Apparel,False,pre,5,26.08,0.0
2025-02-15,4113,Digital Native,Southeast,control,OnlineRetail,False,pre,5,43.73,0.0
2025-02-15,8170,Mainstream,Southwest,treatment,OnlineRetail,False,pre,5,37.17,0.0
2025-02-15,741,Dormant Reactivation,Northeast,control,OnlineRetail,False,pre,5,28.8,0.0
2025-02-15,6505,Affluent Frequent,Northeast,treatment,OnlineRetail,False,pre,5,28.94,0.0
2025-02-15,4332,Digital Native,Midwest,control,Grocery,False,pre,5,20.31,0.0
2025-02-15,716,Digital Native,Northeast,control,Fuel,False,pre,5,24.78,0.0
2025-02-15,2523,Digital Native,Southeast,treatment,Apparel,False,pre,5,52.28,0.0
2025-02-15,4767,Digital Native,Southeast,control,Dining,True,pre,5,13.29,0.0
2025-02-15,8541,Digital Native,Southeast,control,Travel,False,pre,5,297.07,0.0
2025-02-15,5406,Mainstream,West,control,Fuel,False,pre,5,49.07,0.0
2025-02-15,6201,Mainstream,Northeast,treatment,Grocery,False,pre,5,78.17,0.0
2025-02-15,8458,Digital Native,West,control,OnlineRetail,False,pre,5,30.41,0.0
2025-02-15,9242,Affluent Frequent,Northeast,treatment,Grocery,False,pre,5,62.16,0.0
2025-02-15,9016,Affluent Frequent,West,control,OnlineRetail,False,pre,5,48.08,0.0
2025-02-15,1083,Mainstream,West,treatment,Grocery,False,pre,5,47.17,0.0
2025-02-15,232,Budget Occasional,Northeast,treatment,OnlineRetail,False,pre,5,22.34,0.0
2025-02-15,4268,Digital Native,Northeast,treatment,Travel,False,pre,5,86.57,0.0
2025-02-15,1013,Affluent Frequent,Southeast,control,Dining,True,pre,5,38.69,0.0
2025-02-15,4809,Affluent Frequent,Northeast,control,OnlineRetail,False,pre,5,70.71,0.0
2025-02-15,3644,Mainstream,Northeast,control,Electronics,False,pre,5,98.5,0.0
2025-02-15,541,Budget Occasional,Midwest,treatment,Electronics,False,pre,5,37.03,0.0
2025-02-15,6313,Affluent Frequent,Northeast,treatment,Fuel,False,pre,5,25.78,0.0
2025-02-15,6168,Digital Native,West,control,Dining,True,pre,5,43.57,0.0
2025-02-15,5677,Mainstream,Midwest,treatment,Electronics,False,pre,5,81.22,0.0
2025-02-15,3666,Mainstream,Midwest,control,Apparel,False,pre,5,89.28,0.0
2025-02-15,7089,Budget Occasional,West,control,Dining,True,pre,5,10.54,0.0
2025-02-15,4422,Affluent Frequent,Midwest,control,Apparel,False,pre,5,47.09,0.0
2025-02-15,2934,Mainstream,Southwest,control,Travel,False,pre,5,181.46,0.0
2025-02-15,5413,Mainstream,Southeast,treatment,Grocery,False,pre,5,37.74,0.0
2025-02-15,1447,Digital Native,Southeast,control,Travel,False,pre,5,72.91,0.0
2025-02-15,3413,Digital Native,West,control,Dining,True,pre,5,40.3,0.0
2025-02-15,650,Budget Occasional,Southwest,treatment,Dining,True,pre,5,27.29,0.0
2025-02-15,8004,Mainstream,Northeast,treatment,Travel,False,pre,5,97.6,0.0
2025-02-15,415,Mainstream,West,control,Dining,True,pre,5,56.6,0.0
2025-02-15,2433,Affluent Frequent,Southeast,control,Fuel,False,pre,5,89.43,0.0
2025-02-15,8313,Affluent Frequent,Southeast,control,Grocery,False,pre,5,37.93,0.0
2025-02-15,8580,Budget Occasional,Northeast,control,OnlineRetail,False,pre,5,27.86,0.0
2025-02-15,8690,Affluent Frequent,Northeast,control,Dining,True,pre,5,27.69,0.0
2025-02-15,5511,Digital Native,Southeast,control,Dining,True,pre,5,11.08,0.0
2025-02-15,5872,Budget Occasional,Midwest,control,OnlineRetail,False,pre,5,28.98,0.0
2025-02-15,3959,Affluent Frequent,Southeast,treatment,Travel,False,pre,5,165.95,0.0
2025-02-15,2276,Affluent Frequent,Southwest,treatment,OnlineRetail,False,pre,5,126.8,0.0
2025-02-15,7309,Digital Native,Southeast,control,Travel,False,pre,5,152.8,0.0
2025-02-15,1229,Affluent Frequent,Northeast,control,OnlineRetail,False,pre,5,167.36,0.0
2025-02-15,3707,Digital Native,Southeast,treatment,Fuel,False,pre,5,18.89,0.0
2025-02-15,118,Affluent Frequent,Southeast,treatment,Apparel,False,pre,5,106.82,0.0
2025-02-15,6822,Digital Native,Northeast,treatment,Entertainment,True,pre,5,23.17,0.0
2025-02-15,152,Digital Native,West,control,Entertainment,True,pre,5,32.53,0.0
2025-02-15,1899,Affluent Frequent,West,treatment,Electronics,False,pre,5,169.01,0.0
2025-02-15,932,Digital Native,Midwest,control,Electronics,False,pre,5,44.12,0.0
2025-02-15,5182,Mainstream,Southeast,treatment,OnlineRetail,False,pre,5,56.8,0.0
2025-02-15,787,Affluent Frequent,West,control,Apparel,False,pre,5,59.66,0.0
2025-02-15,6712,Affluent Frequent,Midwest,control,Dining,True,pre,5,54.31,0.0
2025-02-15,3544,Digital Native,Midwest,control,Dining,True,pre,5,28.89,0.0
2025-02-15,4790,Digital Native,Midwest,treatment,Apparel,False,pre,5,48.09,0.0
2025-02-15,9383,Digital Native,Southwest,control,Grocery,False,pre,5,11.81,0.0
2025-02-15,240,Affluent Frequent,Northeast,treatment,Dining,True,pre,5,41.24,0.0
2025-02-15,7482,Digital Native,Midwest,treatment,Grocery,False,pre,5,12.05,0.0
2025-02-15,3488,Affluent Frequent,Southeast,control,Fuel,False,pre,5,18.4,0.0
2025-02-15,6768,Affluent Frequent,Midwest,treatment,Dining,True,pre,5,74.5,0.0
2025-02-15,3090,Mainstream,Midwest,control,Apparel,False,pre,5,39.44,0.0
2025-02-15,1080,Affluent Frequent,Midwest,control,Travel,False,pre,5,147.33,0.0
2025-02-15,7466,Digital Native,West,control,OnlineRetail,False,pre,5,43.09,0.0
2025-02-15,896,Affluent Frequent,Northeast,control,Grocery,False,pre,5,40.46,0.0
2025-02-15,9542,Affluent Frequent,Southwest,control,Fuel,False,pre,5,23.43,0.0
2025-02-15,9376,Mainstream,West,control,Fuel,False,pre,5,34.34,0.0
2025-02-15,5896,Affluent Frequent,Southeast,treatment,Grocery,False,pre,5,66.99,0.0
2025-02-15,3321,Mainstream,Northeast,control,Apparel,False,pre,5,27.24,0.0
2025-02-15,6307,Affluent Frequent,Southeast,treatment,Fuel,False,pre,5,41.63,0.0
2025-02-15,3706,Digital Native,West,treatment,Electronics,False,pre,5,29.22,0.0
2025-02-15,7136,Digital Native,Midwest,control,Dining,True,pre,5,21.8,0.0
2025-02-15,4943,Digital Native,West,treatment,Apparel,False,pre,5,63.32,0.0
2025-02-15,6987,Budget Occasional,West,control,Grocery,False,pre,5,54.75,0.0
2025-02-15,8823,Affluent Frequent,Midwest,control,Grocery,False,pre,5,34.06,0.0
2025-02-15,7650,Mainstream,Northeast,control,Apparel,False,pre,5,54.67,0.0
2025-02-15,7447,Affluent Frequent,Northeast,treatment,Entertainment,True,pre,5,39.0,0.0
2025-02-15,3007,Affluent Frequent,Southeast,control,Fuel,False,pre,5,69.8,0.0
2025-02-15,2516,Affluent Frequent,Midwest,treatment,Apparel,False,pre,5,109.15,0.0
2025-02-15,6101,Mainstream,Midwest,control,Travel,False,pre,5,99.29,0.0
2025-02-15,9168,Digital Native,Southeast,control,Entertainment,True,pre,5,30.6,0.0
2025-02-15,9922,Mainstream,Midwest,treatment,Entertainment,True,pre,5,33.1,0.0
2025-02-15,9943,Affluent Frequent,West,treatment,Apparel,False,pre,5,84.08,0.0
2025-02-15,9767,Mainstream,Southwest,treatment,OnlineRetail,False,pre,5,28.73,0.0
2025-02-15,6125,Mainstream,Northeast,treatment,OnlineRetail,False,pre,5,42.25,0.0
2025-02-15,46,Mainstream,West,treatment,Grocery,False,pre,5,21.5,0.0
2025-02-15,8825,Affluent Frequent,Northeast,control,Fuel,False,pre,5,43.91,0.0
2025-02-15,2041,Budget Occasional,Midwest,treatment,Dining,True,pre,5,22.99,0.0
2025-02-15,7777,Mainstream,West,treatment,Grocery,False,pre,5,23.28,0.0
2025-02-15,4813,Affluent Frequent,Northeast,treatment,Dining,True,pre,5,46.99,0.0
2025-02-15,7839,Budget Occasional,Midwest,control,Grocery,False,pre,5,7.15,0.0
2025-02-15,4728,Mainstream,Southeast,control,Dining,True,pre,5,53.52,0.0
2025-02-15,554,Budget Occasional,Southwest,control,Dining,True,pre,5,27.77,0.0
2025-02-15,6406,Digital Native,Northeast,control,Grocery,False,pre,5,30.18,0.0
2025-02-15,3508,Mainstream,Midwest,control,Apparel,False,pre,5,72.14,0.0
2025-02-15,2114,Mainstream,Northeast,treatment,Dining,True,pre,5,58.95,0.0
2025-02-15,4479,Digital Native,West,control,Fuel,False,pre,5,22.41,0.0
2025-02-15,8047,Digital Native,Northeast,control,Travel,False,pre,5,164.22,0.0
2025-02-15,5393,Budget Occasional,Southwest,control,OnlineRetail,False,pre,5,21.02,0.0
2025-02-15,3930,Digital Native,West,control,Apparel,False,pre,5,33.62,0.0
2025-02-15,7340,Dormant Reactivation,Southwest,control,Entertainment,True,pre,5,43.14,0.0
2025-02-15,5037,Affluent Frequent,West,treatment,Travel,False,pre,5,285.12,0.0
2025-02-15,3411,Affluent Frequent,West,control,Grocery,False,pre,5,32.73,0.0
2025-02-15,3245,Mainstream,Northeast,control,Travel,False,pre,5,148.97,0.0
2025-02-15,9546,Mainstream,Southwest,control,Apparel,False,pre,5,62.3,0.0
2025-02-15,5796,Budget Occasional,Southeast,control,OnlineRetail,False,pre,5,55.82,0.0
2025-02-15,9402,Affluent Frequent,West,control,Dining,True,pre,5,37.24,0.0
2025-02-15,3595,Digital Native,Northeast,treatment,OnlineRetail,False,pre,5,33.06,0.0
2025-02-15,3442,Digital Native,West,treatment,Fuel,False,pre,5,45.75,0.0
2025-02-15,9812,Mainstream,Midwest,control,OnlineRetail,False,pre,5,33.74,0.0
2025-02-15,5411,Budget Occasional,Midwest,treatment,Entertainment,True,pre,5,14.98,0.0
2025-02-15,6051,Digital Native,West,treatment,Dining,True,pre,5,11.71,0.0
2025-02-15,8139,Budget Occasional,Southeast,control,Apparel,False,pre,5,48.56,0.0
2025-02-15,9942,Budget Occasional,Midwest,control,OnlineRetail,False,pre,5,42.04,0.0
2025-02-15,3363,Affluent Frequent,Northeast,treatment,Entertainment,True,pre,5,32.83,0.0
2025-02-15,5600,Dormant Reactivation,Northeast,control,Fuel,False,pre,5,16.99,0.0
2025-02-15,2038,Digital Native,West,treatment,Grocery,False,pre,5,33.5,0.0
2025-02-15,8621,Budget Occasional,Northeast,control,Dining,True,pre,5,21.55,0.0
2025-02-15,946,Affluent Frequent,Southeast,treatment,Dining,True,pre,5,27.64,0.0
2025-02-15,1271,Digital Native,Northeast,treatment,Travel,False,pre,5,107.61,0.0
2025-02-15,435,Budget Occasional,Northeast,treatment,Travel,False,pre,5,108.51,0.0
2025-02-15,5224,Affluent Frequent,West,treatment,Grocery,False,pre,5,97.62,0.0
2025-02-15,6507,Digital Native,Southeast,treatment,Travel,False,pre,5,179.31,0.0
2025-02-15,510,Digital Native,Southeast,control,Travel,False,pre,5,77.1,0.0
2025-02-15,8099,Affluent Frequent,Southeast,treatment,Grocery,False,pre,5,98.14,0.0
2025-02-15,8001,Affluent Frequent,West,control,Dining,True,pre,5,56.79,0.0
2025-02-15,4179,Mainstream,West,control,Dining,True,pre,5,31.53,0.0
2025-02-15,2447,Dormant Reactivation,Southwest,control,Entertainment,True,pre,5,36.01,0.0
2025-02-15,6867,Mainstream,West,control,OnlineRetail,False,pre,5,69.66,0.0
2025-02-15,483,Digital Native,Southeast,control,Dining,True,pre,5,13.21,0.0
2025-02-15,5346,Affluent Frequent,Southeast,control,Dining,True,pre,5,57.46,0.0
2025-02-15,5203,Affluent Frequent,Midwest,control,Apparel,False,pre,5,74.92,0.0
2025-02-15,3044,Digital Native,Southwest,treatment,Dining,True,pre,5,34.48,0.0
2025-02-15,5893,Digital Native,Midwest,control,Entertainment,True,pre,5,14.78,0.0
2025-02-15,1026,Affluent Frequent,Southeast,treatment,Dining,True,pre,5,15.66,0.0
2025-02-15,9072,Affluent Frequent,West,treatment,Grocery,False,pre,5,39.44,0.0
2025-02-15,1764,Mainstream,Southwest,control,Grocery,False,pre,5,28.67,0.0
2025-02-15,9093,Affluent Frequent,West,treatment,Fuel,False,pre,5,15.66,0.0
2025-02-15,6270,Digital Native,Northeast,treatment,Grocery,False,pre,5,26.18,0.0
2025-02-15,883,Affluent Frequent,Southeast,treatment,Dining,True,pre,5,52.59,0.0
2025-02-15,8080,Affluent Frequent,West,treatment,Fuel,False,pre,5,49.4,0.0
2025-02-15,8440,Digital Native,Midwest,control,Apparel,False,pre,5,32.75,0.0
2025-02-15,9268,Affluent Frequent,Northeast,control,Electronics,False,pre,5,179.66,0.0
2025-02-15,3925,Affluent Frequent,Southeast,control,Fuel,False,pre,5,58.91,0.0
2025-02-15,4737,Digital Native,Southwest,treatment,Entertainment,True,pre,5,6.69,0.0
2025-02-15,8834,Digital Native,Northeast,control,OnlineRetail,False,pre,5,38.18,0.0
2025-02-15,451,Affluent Frequent,Northeast,treatment,Travel,False,pre,5,268.15,0.0
2025-02-15,9725,Affluent Frequent,Southeast,control,OnlineRetail,False,pre,5,161.22,0.0
2025-02-15,8422,Affluent Frequent,Midwest,control,Fuel,False,pre,5,67.33,0.0
2025-02-15,905,Digital Native,Midwest,control,Fuel,False,pre,5,20.62,0.0
2025-02-15,5391,Affluent Frequent,Northeast,treatment,Electronics,False,pre,5,133.95,0.0
2025-02-15,5962,Mainstream,West,treatment,Dining,True,pre,5,49.8,0.0
2025-02-15,9044,Affluent Frequent,Midwest,treatment,OnlineRetail,False,pre,5,51.55,0.0
2025-02-15,9368,Affluent Frequent,Northeast,treatment,Entertainment,True,pre,5,23.79,0.0
2025-02-15,1616,Mainstream,Midwest,treatment,Grocery,False,pre,5,14.48,0.0
2025-02-15,1718,Budget Occasional,West,treatment,OnlineRetail,False,pre,5,31.27,0.0
2025-02-15,9383,Digital Native,Southwest,control,Dining,True,pre,5,11.66,0.0
2025-02-15,4276,Mainstream,Midwest,control,OnlineRetail,False,pre,5,90.25,0.0
2025-02-15,6849,Digital Native,Midwest,treatment,Entertainment,True,pre,5,17.61,0.0
2025-02-15,1576,Digital Native,Midwest,treatment,Dining,True,pre,5,115.63,0.0
2025-02-15,5663,Mainstream,Southwest,control,OnlineRetail,False,pre,5,77.26,0.0
2025-02-15,1215,Mainstream,Midwest,control,Grocery,False,pre,5,38.2,0.0
2025-02-15,1661,Affluent Frequent,Southeast,control,Electronics,False,pre,5,409.58,0.0
2025-02-15,9215,Mainstream,Southeast,treatment,Dining,True,pre,5,52.96,0.0
2025-02-15,1799,Mainstream,West,treatment,Electronics,False,pre,5,217.85,0.0
2025-02-15,4804,Mainstream,Midwest,treatment,Apparel,False,pre,5,41.81,0.0
2025-02-15,4432,Affluent Frequent,Southeast,treatment,OnlineRetail,False,pre,5,47.9,0.0
2025-02-15,4442,Digital Native,Midwest,control,Entertainment,True,pre,5,26.39,0.0
2025-02-15,2710,Affluent Frequent,Southwest,control,Dining,True,pre,5,55.72,0.0
2025-02-15,2557,Digital Native,Midwest,treatment,Apparel,False,pre,5,35.8,0.0
2025-02-15,7808,Mainstream,Northeast,treatment,Fuel,False,pre,5,18.67,0.0
2025-02-15,7702,Affluent Frequent,Southwest,treatment,Dining,True,pre,5,25.27,0.0
2025-02-15,7367,Mainstream,Northeast,control,Entertainment,True,pre,5,26.26,0.0
2025-02-15,9474,Digital Native,Midwest,control,Fuel,False,pre,5,30.09,0.0
2025-02-15,593,Mainstream,Southwest,control,Grocery,False,pre,5,43.53,0.0
2025-02-15,8442,Affluent Frequent,West,treatment,Dining,True,pre,5,57.4,0.0
2025-02-15,2736,Dormant Reactivation,Midwest,control,Entertainment,True,pre,5,17.99,0.0
2025-02-15,6749,Budget Occasional,Northeast,control,Electronics,False,pre,5,96.8,0.0
2025-02-15,2895,Mainstream,Northeast,control,Grocery,False,pre,5,63.35,0.0
2025-02-15,9599,Affluent Frequent,Southeast,treatment,Dining,True,pre,5,22.76,0.0
2025-02-15,8558,Affluent Frequent,Midwest,control,Fuel,False,pre,5,28.42,0.0
2025-02-15,8307,Mainstream,Southwest,control,Apparel,False,pre,5,69.59,0.0
2025-02-15,6849,Digital Native,Midwest,treatment,Apparel,False,pre,5,97.96,0.0
2025-02-15,4087,Digital Native,West,control,Entertainment,True,pre,5,38.08,0.0
2025-02-15,3364,Digital Native,Northeast,treatment,Grocery,False,pre,5,32.88,0.0
2025-02-15,2446,Budget Occasional,Southeast,treatment,Apparel,False,pre,5,34.55,0.0
2025-02-15,9003,Digital Native,West,treatment,Travel,False,pre,5,66.87,0.0
2025-02-15,9241,Digital Native,Northeast,control,OnlineRetail,False,pre,5,33.04,0.0
2025-02-15,9683,Affluent Frequent,Southeast,treatment,OnlineRetail,False,pre,5,146.16,0.0
2025-02-15,8685,Mainstream,Southeast,treatment,OnlineRetail,False,pre,5,39.06,0.0
2025-02-15,5223,Mainstream,West,control,OnlineRetail,False,pre,5,44.96,0.0
2025-02-15,7777,Mainstream,West,treatment,Grocery,False,pre,5,24.2,0.0
2025-02-15,5099,Digital Native,Northeast,treatment,Dining,True,pre,5,29.42,0.0
2025-02-15,6218,Budget Occasional,Southeast,treatment,Apparel,False,pre,5,49.75,0.0
2025-02-15,2748,Digital Native,Northeast,treatment,Entertainment,True,pre,5,30.59,0.0
2025-02-15,9202,Affluent Frequent,Southeast,treatment,OnlineRetail,False,pre,5,118.44,0.0
2025-02-15,7841,Mainstream,Northeast,treatment,OnlineRetail,False,pre,5,71.3,0.0
2025-02-15,9932,Mainstream,Northeast,treatment,Grocery,False,pre,5,40.49,0.0
2025-02-15,7402,Budget Occasional,West,control,Travel,False,pre,5,39.61,0.0
2025-02-15,8877,Affluent Frequent,Southwest,control,Dining,True,pre,5,10.27,0.0
2025-02-15,4419,Digital Native,Southeast,treatment,Dining,True,pre,5,18.78,0.0
2025-02-15,8547,Affluent Frequent,Midwest,treatment,Electronics,False,pre,5,115.95,0.0
