customer_id,period,segment,region,test_group,spend,txns,eligible_spend
778,post,Budget Occasional,Midwest,treatment,102.7,5.0,52.84
779,pre,Budget Occasional,Southeast,treatment,471.73,15.0,48.56
779,post,Budget Occasional,Southeast,treatment,457.75,17.0,84.66
780,pre,Budget Occasional,Northeast,treatment,238.94,9.0,115.26
780,post,Budget Occasional,Northeast,treatment,280.61,9.0,87.88
781,pre,Mainstream,Midwest,treatment,2277.83,43.0,252.71
781,post,Mainstream,Midwest,treatment,3896.29,60.0,561.91
782,pre,Affluent Frequent,Northeast,treatment,4036.13,43.0,923.86
782,post,Affluent Frequent,Northeast,treatment,5185.53,58.0,1742.12
783,pre,Mainstream,Southeast,treatment,576.32,13.0,80.72
783,post,Mainstream,Southeast,treatment,372.15,8.0,116.81
784,pre,Affluent Frequent,Northeast,control,4324.1,36.0,764.71
784,post,Affluent Frequent,Northeast,control,3194.61,32.0,508.45
785,pre,Digital Native,Southeast,control,663.62,19.0,214.28
785,post,Digital Native,Southeast,control,807.6,17.0,279.5
786,pre,Digital Native,Southwest,control,996.59,28.0,141.16
786,post,Digital Native,Southwest,control,882.27,27.0,421.62
787,pre,Affluent Frequent,West,control,3695.23,40.0,1101.96
787,post,Affluent Frequent,West,control,4562.65,37.0,1073.55
788,pre,Affluent Frequent,Northeast,control,1760.19,13.0,456.96
788,post,Affluent Frequent,Northeast,control,935.47,13.0,460.5
789,pre,Mainstream,West,control,1983.34,20.0,197.91
789,post,Mainstream,West,control,773.6,16.0,88.38
790,pre,Dormant Reactivation,Midwest,treatment,589.4,8.0,9.25
790,post,Dormant Reactivation,Midwest,treatment,155.44,5.0,41.19
791,pre,Budget Occasional,Midwest,control,290.43,8.0,34.32
791,post,Budget Occasional,Midwest,control,439.51,14.0,43.93
792,pre,Affluent Frequent,Midwest,control,2932.16,28.0,616.8399999999999
792,post,Affluent Frequent,Midwest,control,2192.11,26.0,460.66
793,pre,Budget Occasional,Southeast,treatment,534.0,13.0,0.0
793,post,Budget Occasional,Southeast,treatment,238.01,8.0,34.88
794,pre,Affluent Frequent,West,treatment,6089.93,53.0,968.64
794,post,Affluent Frequent,West,treatment,10637.12,73.0,1455.36
795,pre,Budget Occasional,West,control,313.34000000000003,7.0,43.74
795,post,Budget Occasional,West,control,227.34,8.0,62.67
796,pre,Mainstream,Southeast,control,733.83,14.0,122.82
796,post,Mainstream,Southeast,control,680.96,13.0,266.77
797,pre,Dormant Reactivation,Northeast,treatment,32.89,1.0,32.89
797,post,Dormant Reactivation,Northeast,treatment,132.45,4.0,0.0
798,pre,Budget Occasional,West,treatment,198.85,9.0,28.93
798,post,Budget Occasional,West,treatment,340.65,13.0,30.59
799,pre,Dormant Reactivation,Southeast,treatment,38.12,1.0,0.0
799,post,Dormant Reactivation,Southeast,treatment,44.85,1.0,0.0
800,pre,Budget Occasional,Southeast,control,24.35,1.0,0.0
800,post,Budget Occasional,Southeast,control,191.93,6.0,0.0
801,pre,Mainstream,Southwest,treatment,1157.49,26.0,168.53
801,post,Mainstream,Southwest,treatment,1289.41,18.0,206.66
802,pre,Mainstream,Midwest,control,653.8,16.0,129.16
802,post,Mainstream,Midwest,control,722.74,14.0,64.7
803,pre,Mainstream,Midwest,control,1657.15,13.0,62.34
803,post,Mainstream,Midwest,control,437.63,9.0,12.5
804,pre,Dormant Reactivation,Midwest,treatment,44.14,2.0,0.0
804,post,Dormant Reactivation,Midwest,treatment,20.72,1.0,0.0
805,pre,Affluent Frequent,West,control,2282.28,23.0,271.54
805,post,Affluent Frequent,West,control,2465.98,23.0,712.02
806,pre,Affluent Frequent,Southwest,control,5060.46,46.0,688.09
806,post,Affluent Frequent,Southwest,control,4110.34,54.0,1066.56
807,pre,Dormant Reactivation,West,treatment,247.63,5.0,0.0
807,post,Dormant Reactivation,West,treatment,207.43,5.0,42.54
808,pre,Affluent Frequent,Southwest,treatment,1098.24,8.0,43.62
808,post,Affluent Frequent,Southwest,treatment,1145.26,11.0,35.78
809,pre,Budget Occasional,Northeast,control,217.14,6.0,18.89
809,post,Budget Occasional,Northeast,control,1024.86,13.0,25.9
810,pre,Affluent Frequent,Southeast,treatment,4249.33,53.0,715.52
810,post,Affluent Frequent,Southeast,treatment,6382.75,66.0,1298.46
811,pre,Mainstream,West,control,985.09,15.0,251.64
811,post,Mainstream,West,control,945.72,16.0,249.42
812,pre,Budget Occasional,Southeast,control,931.16,17.0,80.54
812,post,Budget Occasional,Southeast,control,644.98,16.0,84.11
813,pre,Mainstream,Southeast,control,1277.33,19.0,351.17
813,post,Mainstream,Southeast,control,794.26,13.0,154.18
814,pre,Digital Native,Midwest,control,2457.69,52.0,423.51
814,post,Digital Native,Midwest,control,2110.49,52.0,573.7
815,pre,Mainstream,Northeast,control,2196.37,38.0,572.12
815,post,Mainstream,Northeast,control,2289.17,35.0,200.28
816,pre,Affluent Frequent,Northeast,control,4122.23,42.0,1205.73
816,post,Affluent Frequent,Northeast,control,4575.74,42.0,943.05
817,pre,Mainstream,Southwest,control,969.05,14.0,0.0
817,post,Mainstream,Southwest,control,671.38,14.0,99.24
818,pre,Dormant Reactivation,West,control,154.25,5.0,0.0
818,post,Dormant Reactivation,West,control,261.07,7.0,0.0
819,pre,Budget Occasional,West,control,425.95,13.0,13.78
819,post,Budget Occasional,West,control,363.61,10.0,50.38
820,pre,Mainstream,Southeast,treatment,1245.32,21.0,144.17000000000002
820,post,Mainstream,Southeast,treatment,1351.58,28.0,269.94
821,pre,Budget Occasional,Northeast,control,346.89,12.0,38.94
821,post,Budget Occasional,Northeast,control,383.93,11.0,41.49
822,pre,Mainstream,Midwest,treatment,921.8,14.0,55.61
822,post,Mainstream,Midwest,treatment,1093.53,20.0,186.86
823,pre,Mainstream,West,treatment,730.91,15.0,87.39
823,post,Mainstream,West,treatment,2038.12,25.0,271.16
824,pre,Mainstream,Midwest,control,1489.14,24.0,207.48
824,post,Mainstream,Midwest,control,1675.63,22.0,194.37
825,pre,Affluent Frequent,West,control,311.45,6.0,57.83
825,post,Affluent Frequent,West,control,2170.77,22.0,313.8
826,pre,Mainstream,West,control,91.53,3.0,0.0
826,post,Mainstream,West,control,153.33,3.0,110.19
827,pre,Dormant Reactivation,Southwest,control,363.47,10.0,90.31
827,post,Dormant Reactivation,Southwest,control,965.32,23.0,168.04
828,pre,Budget Occasional,West,treatment,372.47,11.0,54.87
828,post,Budget Occasional,West,treatment,62.72,2.0,0.0
829,pre,Dormant Reactivation,Midwest,control,278.52,8.0,24.64
829,post,Dormant Reactivation,Midwest,control,121.58,6.0,16.55
830,pre,Dormant Reactivation,Midwest,treatment,342.89,7.0,14.38
830,post,Dormant Reactivation,Midwest,treatment,86.97,4.0,18.88
831,pre,Affluent Frequent,Northeast,control,4773.65,47.0,958.12
831,post,Affluent Frequent,Northeast,control,4525.63,55.0,1246.54
832,pre,Mainstream,Northeast,treatment,1999.67,25.0,348.84000000000003
832,post,Mainstream,Northeast,treatment,1815.66,32.0,474.83
833,pre,Affluent Frequent,Southeast,control,2308.39,28.0,548.6800000000001
833,post,Affluent Frequent,Southeast,control,4616.5,47.0,622.09
834,pre,Affluent Frequent,Southeast,control,3837.99,40.0,764.68
834,post,Affluent Frequent,Southeast,control,5714.55,63.0,1346.76
835,pre,Mainstream,Southeast,control,1213.82,23.0,417.71
835,post,Mainstream,Southeast,control,1181.95,19.0,148.42
836,pre,Mainstream,Midwest,control,1081.85,18.0,181.99
836,post,Mainstream,Midwest,control,1062.09,26.0,132.02
837,pre,Budget Occasional,Northeast,treatment,80.53999999999999,3.0,0.0
837,post,Budget Occasional,Northeast,treatment,171.79000000000002,5.0,0.0
838,pre,Budget Occasional,Southeast,control,9.93,1.0,0.0
838,post,Budget Occasional,Southeast,control,326.28,5.0,62.08
839,pre,Mainstream,Southeast,control,833.7,18.0,167.25
839,post,Mainstream,Southeast,control,1184.62,20.0,158.97
840,pre,Budget Occasional,West,treatment,362.73,6.0,52.7
840,post,Budget Occasional,West,treatment,189.86,5.0,72.34
841,pre,Budget Occasional,Southeast,control,749.97,19.0,23.74
841,post,Budget Occasional,Southeast,control,624.97,22.0,134.18
842,pre,Affluent Frequent,Midwest,treatment,4583.52,51.0,1044.92
842,post,Affluent Frequent,Midwest,treatment,5449.56,48.0,1141.2
843,pre,Affluent Frequent,West,control,1640.75,21.0,741.62
843,post,Affluent Frequent,West,control,2993.26,35.0,670.77
844,pre,Dormant Reactivation,Southwest,treatment,265.57,5.0,17.25
844,post,Dormant Reactivation,Southwest,treatment,1054.98,13.0,21.05
845,pre,Mainstream,Midwest,control,387.23,6.0,0.0
845,post,Mainstream,Midwest,control,327.53000000000003,7.0,139.98
846,pre,Affluent Frequent,Northeast,treatment,2376.8,23.0,579.61
846,post,Affluent Frequent,Northeast,treatment,4837.57,40.0,898.18
847,pre,Mainstream,Northeast,control,1183.37,20.0,180.59
847,post,Mainstream,Northeast,control,1807.17,23.0,164.54000000000002
848,pre,Affluent Frequent,Southeast,control,3715.09,50.0,1072.09
848,post,Affluent Frequent,Southeast,control,5339.25,55.0,1149.41
849,pre,Mainstream,West,treatment,2480.95,35.0,813.92
849,post,Mainstream,West,treatment,2129.03,26.0,466.03
850,pre,Mainstream,Southeast,treatment,1983.12,34.0,405.69
850,post,Mainstream,Southeast,treatment,1817.56,35.0,432.39
851,pre,Affluent Frequent,Northeast,treatment,4292.71,26.0,540.04
851,post,Affluent Frequent,Northeast,treatment,4853.24,40.0,1101.88
852,pre,Mainstream,Northeast,treatment,5157.7,68.0,601.98
852,post,Mainstream,Northeast,treatment,3508.04,58.0,859.84
853,pre,Affluent Frequent,Midwest,control,2686.71,20.0,274.84
853,post,Affluent Frequent,Midwest,control,1997.74,24.0,214.11
854,pre,Digital Native,West,control,1771.45,50.0,691.63
854,post,Digital Native,West,control,1808.55,44.0,413.18
855,pre,Digital Native,West,treatment,300.36,8.0,73.86
855,post,Digital Native,West,treatment,278.63,6.0,75.78
856,pre,Budget Occasional,Southeast,control,18.36,1.0,0.0
856,post,Budget Occasional,Southeast,control,34.17,2.0,34.17
857,pre,Mainstream,West,control,3832.82,48.0,577.84
857,post,Mainstream,West,control,2669.74,41.0,217.57
858,pre,Digital Native,Northeast,control,1084.71,30.0,286.38
858,post,Digital Native,Northeast,control,923.41,25.0,98.94
859,pre,Budget Occasional,Midwest,treatment,15.29,1.0,15.29
859,post,Budget Occasional,Midwest,treatment,30.84,2.0,0.0
860,pre,Affluent Frequent,West,treatment,3553.55,42.0,1065.11
860,post,Affluent Frequent,West,treatment,3296.49,39.0,793.74
861,pre,Affluent Frequent,Northeast,control,7436.45,58.0,911.14
861,post,Affluent Frequent,Northeast,control,9853.18,82.0,2155.39
862,pre,Budget Occasional,Midwest,control,39.01,2.0,0.0
862,post,Budget Occasional,Midwest,control,120.47,4.0,0.0
863,pre,Dormant Reactivation,West,control,290.67,5.0,12.72
863,post,Dormant Reactivation,West,control,214.09,5.0,91.14
864,pre,Digital Native,West,control,954.9,23.0,211.28
864,post,Digital Native,West,control,601.35,17.0,106.04
865,pre,Mainstream,West,control,2111.43,27.0,96.57
865,post,Mainstream,West,control,1528.27,22.0,450.65
866,pre,Affluent Frequent,Midwest,control,1423.12,16.0,153.97
866,post,Affluent Frequent,Midwest,control,1650.09,26.0,242.65
867,pre,Budget Occasional,Southeast,control,271.99,11.0,0.0
867,post,Budget Occasional,Southeast,control,315.33,13.0,24.69
868,pre,Digital Native,Southeast,treatment,261.46000000000004,7.0,28.43
868,post,Digital Native,Southeast,treatment,505.73,14.0,187.06
869,pre,Budget Occasional,Southeast,treatment,368.98,11.0,49.28
869,post,Budget Occasional,Southeast,treatment,316.18,10.0,60.400000000000006
870,pre,Affluent Frequent,Northeast,control,4672.79,42.0,724.44
870,post,Affluent Frequent,Northeast,control,3374.78,28.0,391.88
871,pre,Digital Native,Midwest,control,617.85,19.0,178.76
871,post,Digital Native,Midwest,control,862.15,18.0,296.65
872,pre,Budget Occasional,West,treatment,381.59,14.0,109.61
872,post,Budget Occasional,West,treatment,330.17,9.0,81.11
873,pre,Dormant Reactivation,Southeast,treatment,175.61,3.0,0.0
873,post,Dormant Reactivation,Southeast,treatment,45.25,1.0,0.0
874,pre,Digital Native,West,treatment,1313.97,33.0,266.5
874,post,Digital Native,West,treatment,2060.53,47.0,681.56
875,pre,Dormant Reactivation,West,control,350.08,5.0,0.0
875,post,Dormant Reactivation,West,control,276.65000000000003,4.0,0.0
876,pre,Mainstream,Southeast,control,768.88,20.0,37.78
876,post,Mainstream,Southeast,control,1353.66,22.0,132.43
877,pre,Affluent Frequent,Midwest,control,243.81,5.0,159.53
877,post,Affluent Frequent,Midwest,control,154.26,3.0,61.39
878,pre,Mainstream,West,control,1481.62,20.0,343.95
878,post,Mainstream,West,control,1665.85,31.0,300.19
879,pre,Budget Occasional,Midwest,treatment,840.96,20.0,138.02
879,post,Budget Occasional,Midwest,treatment,533.38,22.0,186.85
880,pre,Mainstream,Northeast,treatment,174.31,4.0,174.31
880,post,Mainstream,Northeast,treatment,344.3,6.0,0.0
881,pre,Mainstream,West,control,1175.88,15.0,142.87
881,post,Mainstream,West,control,1803.88,27.0,217.6
882,pre,Mainstream,West,treatment,3203.69,59.0,513.85
882,post,Mainstream,West,treatment,5275.46,74.0,648.26
883,pre,Affluent Frequent,Southeast,treatment,737.73,9.0,156.22
883,post,Affluent Frequent,Southeast,treatment,968.59,11.0,415.23
884,pre,Dormant Reactivation,Southeast,treatment,45.63,2.0,45.63
884,post,Dormant Reactivation,Southeast,treatment,106.69,2.0,0.0
885,pre,Budget Occasional,Southeast,control,219.81,5.0,25.84
885,post,Budget Occasional,Southeast,control,138.06,7.0,51.07
886,pre,Digital Native,Southeast,treatment,1175.43,34.0,376.86
886,post,Digital Native,Southeast,treatment,1085.69,25.0,204.19
887,pre,Digital Native,Southeast,treatment,817.55,20.0,96.93
887,post,Digital Native,Southeast,treatment,2252.34,41.0,416.5
888,pre,Budget Occasional,Midwest,treatment,561.97,16.0,6.28
888,post,Budget Occasional,Midwest,treatment,171.54,8.0,66.98
889,pre,Affluent Frequent,Midwest,control,5380.61,51.0,1192.54
889,post,Affluent Frequent,Midwest,control,3800.97,49.0,1098.36
890,pre,Affluent Frequent,Midwest,treatment,3519.06,40.0,902.57
890,post,Affluent Frequent,Midwest,treatment,3064.63,36.0,1116.73
891,pre,Dormant Reactivation,Midwest,treatment,134.5,7.0,57.11
891,post,Dormant Reactivation,Midwest,treatment,109.9,2.0,0.0
892,pre,Dormant Reactivation,Southeast,treatment,704.75,16.0,47.95
892,post,Dormant Reactivation,Southeast,treatment,235.63,5.0,0.0
893,pre,Digital Native,Southwest,control,296.34000000000003,11.0,23.59
893,post,Digital Native,Southwest,control,677.23,15.0,54.3
894,pre,Budget Occasional,Southeast,control,285.27,7.0,82.56
894,post,Budget Occasional,Southeast,control,268.64,8.0,34.82
895,pre,Mainstream,Midwest,control,1510.68,26.0,101.16
895,post,Mainstream,Midwest,control,1787.32,28.0,229.35
896,pre,Affluent Frequent,Northeast,control,4013.43,50.0,823.6700000000001
896,post,Affluent Frequent,Northeast,control,5170.71,53.0,868.8
897,pre,Affluent Frequent,Southeast,control,5864.0,56.0,857.19
897,post,Affluent Frequent,Southeast,control,3334.47,43.0,1045.32
898,pre,Mainstream,Southeast,control,917.45,13.0,172.19
898,post,Mainstream,Southeast,control,815.9,13.0,122.66
899,pre,Digital Native,Southeast,control,1587.59,32.0,157.36
899,post,Digital Native,Southeast,control,1447.8,31.0,410.02
900,pre,Mainstream,Southeast,control,2346.05,45.0,635.58
900,post,Mainstream,Southeast,control,2728.29,49.0,531.66
901,pre,Dormant Reactivation,Southeast,control,24.04,1.0,0.0
901,post,Dormant Reactivation,Southeast,control,18.19,1.0,0.0
902,pre,Affluent Frequent,Southeast,treatment,1958.37,30.0,388.78
902,post,Affluent Frequent,Southeast,treatment,3458.29,31.0,634.3199999999999
903,pre,Dormant Reactivation,Southeast,control,49.14,3.0,0.0
903,post,Dormant Reactivation,Southeast,control,82.66,4.0,21.44
904,pre,Dormant Reactivation,Northeast,treatment,115.99,4.0,0.0
904,post,Dormant Reactivation,Northeast,treatment,93.08,3.0,30.99
905,pre,Digital Native,Midwest,control,2206.78,52.0,521.49
905,post,Digital Native,Midwest,control,2255.59,63.0,714.4399999999999
906,pre,Budget Occasional,Northeast,control,457.3,18.0,48.11
906,post,Budget Occasional,Northeast,control,815.31,17.0,124.89
907,pre,Dormant Reactivation,Midwest,treatment,201.6,5.0,0.0
907,post,Dormant Reactivation,Midwest,treatment,117.72,1.0,0.0
908,pre,Budget Occasional,West,control,914.84,17.0,107.69
908,post,Budget Occasional,West,control,566.41,16.0,70.59
909,pre,Budget Occasional,Southwest,control,801.46,24.0,84.24000000000001
909,post,Budget Occasional,Southwest,control,703.19,24.0,25.21
910,pre,Dormant Reactivation,West,control,359.27000000000004,3.0,0.0
910,post,Dormant Reactivation,West,control,297.26,4.0,33.38
911,pre,Mainstream,West,treatment,943.98,15.0,25.62
911,post,Mainstream,West,treatment,798.51,12.0,99.04
912,pre,Digital Native,Midwest,control,2869.27,72.0,467.73
912,post,Digital Native,Midwest,control,2833.63,77.0,698.0600000000001
913,pre,Budget Occasional,Midwest,control,585.51,11.0,8.71
913,post,Budget Occasional,Midwest,control,466.01,14.0,47.75
914,pre,Budget Occasional,Midwest,treatment,363.79,11.0,41.82
914,post,Budget Occasional,Midwest,treatment,313.69,14.0,110.54
915,pre,Mainstream,Southeast,treatment,346.39,5.0,25.02
915,post,Mainstream,Southeast,treatment,131.96,3.0,17.87
916,pre,Mainstream,Southeast,control,1376.36,24.0,329.32
916,post,Mainstream,Southeast,control,1741.83,24.0,195.77
917,pre,Mainstream,Northeast,treatment,1825.93,26.0,282.53
917,post,Mainstream,Northeast,treatment,1537.9,29.0,391.97
918,pre,Dormant Reactivation,Southeast,treatment,709.01,14.0,112.09
918,post,Dormant Reactivation,Southeast,treatment,425.42,13.0,62.370000000000005
919,pre,Affluent Frequent,Southeast,control,2217.87,26.0,600.66
919,post,Affluent Frequent,Southeast,control,2815.06,35.0,677.35
920,pre,Digital Native,Northeast,treatment,2001.07,48.0,715.86
920,post,Digital Native,Northeast,treatment,2920.6,65.0,974.23
921,pre,Affluent Frequent,Northeast,treatment,3804.42,40.0,677.38
921,post,Affluent Frequent,Northeast,treatment,4135.15,50.0,1272.12
922,pre,Mainstream,Southeast,treatment,2082.6,38.0,263.24
922,post,Mainstream,Southeast,treatment,1310.58,28.0,192.77
923,pre,Budget Occasional,Southeast,treatment,683.18,21.0,50.23
923,post,Budget Occasional,Southeast,treatment,797.46,20.0,61.870000000000005
924,pre,Affluent Frequent,Southeast,treatment,1537.3,24.0,592.0500000000001
924,post,Affluent Frequent,Southeast,treatment,2143.58,24.0,360.19
925,pre,Digital Native,Midwest,control,1370.02,37.0,223.94
925,post,Digital Native,Midwest,control,1881.84,48.0,462.05
926,pre,Budget Occasional,Midwest,treatment,0.0,0.0,0.0
926,post,Budget Occasional,Midwest,treatment,43.46,2.0,43.46
927,pre,Digital Native,Southeast,control,1059.17,22.0,126.95
927,post,Digital Native,Southeast,control,864.24,25.0,150.22
928,pre,Dormant Reactivation,Southeast,control,139.48000000000002,5.0,0.0
928,post,Dormant Reactivation,Southeast,control,196.61,5.0,0.0
929,pre,Digital Native,Southeast,treatment,617.62,20.0,119.98
929,post,Digital Native,Southeast,treatment,494.15,16.0,136.81
930,pre,Digital Native,Southwest,treatment,995.03,29.0,232.9
930,post,Digital Native,Southwest,treatment,1778.99,32.0,345.3
931,pre,Budget Occasional,Northeast,treatment,367.59,12.0,12.68
931,post,Budget Occasional,Northeast,treatment,421.02,14.0,29.04
932,pre,Digital Native,Midwest,control,1627.38,38.0,171.6
932,post,Digital Native,Midwest,control,1534.28,43.0,250.75
933,pre,Digital Native,Northeast,treatment,1390.39,23.0,145.67
933,post,Digital Native,Northeast,treatment,1237.21,32.0,398.17
934,pre,Budget Occasional,Midwest,treatment,471.83,14.0,69.81
934,post,Budget Occasional,Midwest,treatment,305.72,13.0,145.44
935,pre,Budget Occasional,Midwest,treatment,280.39,4.0,0.0
935,post,Budget Occasional,Midwest,treatment,164.07,5.0,38.14
936,pre,Budget Occasional,Southeast,control,618.81,9.0,25.8
936,post,Budget Occasional,Southeast,control,279.63,9.0,33.35
937,pre,Budget Occasional,Southeast,control,872.08,23.0,85.03
937,post,Budget Occasional,Southeast,control,624.86,13.0,43.02
938,pre,Affluent Frequent,West,control,1758.07,12.0,298.89
938,post,Affluent Frequent,West,control,1453.0700000000002,13.0,173.03
939,pre,Affluent Frequent,West,treatment,2027.27,16.0,452.65
939,post,Affluent Frequent,West,treatment,2881.27,18.0,251.79
940,pre,Affluent Frequent,Midwest,treatment,6913.38,64.0,1370.52
940,post,Affluent Frequent,Midwest,treatment,6884.25,78.0,1764.81
941,pre,Digital Native,West,treatment,1594.77,38.0,263.09000000000003
941,post,Digital Native,West,treatment,2272.7,41.0,390.61
942,pre,Digital Native,Southeast,treatment,1259.78,20.0,153.17
942,post,Digital Native,Southeast,treatment,1139.15,28.0,284.7
943,pre,Affluent Frequent,Southwest,control,1888.27,18.0,354.19
943,post,Affluent Frequent,Southwest,control,2081.92,20.0,220.72
944,pre,Digital Native,West,treatment,2087.2,48.0,592.27
944,post,Digital Native,West,treatment,2979.06,68.0,766.49
945,pre,Affluent Frequent,Southeast,treatment,4310.23,57.0,787.61
945,post,Affluent Frequent,Southeast,treatment,5494.79,59.0,686.64
946,pre,Affluent Frequent,Southeast,treatment,748.5699999999999,8.0,214.81
946,post,Affluent Frequent,Southeast,treatment,702.64,9.0,309.89
947,pre,Mainstream,Southeast,control,3810.33,73.0,418.62
947,post,Mainstream,Southeast,control,3429.82,68.0,451.86
948,pre,Mainstream,Southeast,control,1779.44,24.0,326.28
948,post,Mainstream,Southeast,control,1446.64,24.0,131.18
949,pre,Budget Occasional,Northeast,treatment,729.0,22.0,102.99
949,post,Budget Occasional,Northeast,treatment,1082.13,25.0,41.32
950,pre,Affluent Frequent,Midwest,treatment,3403.9700000000003,38.0,767.39
950,post,Affluent Frequent,Midwest,treatment,3397.36,32.0,296.55
951,pre,Budget Occasional,Midwest,treatment,100.85,4.0,0.0
951,post,Budget Occasional,Midwest,treatment,168.45000000000002,7.0,0.0
952,pre,Digital Native,Midwest,control,1720.42,44.0,607.84
952,post,Digital Native,Midwest,control,1741.65,48.0,363.26
953,pre,Mainstream,Southeast,treatment,962.61,22.0,231.3
953,post,Mainstream,Southeast,treatment,1420.68,24.0,141.09
954,pre,Dormant Reactivation,Southeast,treatment,73.44999999999999,2.0,0.0
954,post,Dormant Reactivation,Southeast,treatment,151.72,3.0,0.0
955,pre,Budget Occasional,Southwest,treatment,652.14,12.0,16.48
955,post,Budget Occasional,Southwest,treatment,270.82,11.0,32.87
956,pre,Affluent Frequent,Midwest,treatment,6279.65,61.0,931.83
956,post,Affluent Frequent,Midwest,treatment,4699.27,60.0,1290.93
957,pre,Affluent Frequent,Midwest,control,4626.04,50.0,1107.25
957,post,Affluent Frequent,Midwest,control,5581.79,52.0,806.3100000000001
958,pre,Budget Occasional,Southeast,control,883.66,26.0,92.09
958,post,Budget Occasional,Southeast,control,512.53,17.0,115.69
959,pre,Budget Occasional,Northeast,treatment,897.08,29.0,72.31
959,post,Budget Occasional,Northeast,treatment,866.53,22.0,123.59
960,pre,Mainstream,Northeast,treatment,1067.16,25.0,202.54
960,post,Mainstream,Northeast,treatment,2017.92,30.0,232.7
961,pre,Budget Occasional,West,treatment,462.5,15.0,0.0
961,post,Budget Occasional,West,treatment,831.38,26.0,141.27
962,pre,Mainstream,Southeast,control,499.24,12.0,114.79
962,post,Mainstream,Southeast,control,673.0600000000001,11.0,0.0
963,pre,Mainstream,Southeast,treatment,884.5400000000001,16.0,151.71
963,post,Mainstream,Southeast,treatment,1826.85,19.0,136.41
964,pre,Affluent Frequent,Midwest,control,490.22,3.0,50.12
964,post,Affluent Frequent,Midwest,control,588.26,6.0,114.28
965,pre,Dormant Reactivation,Northeast,control,459.8200000000001,6.0,16.6
965,post,Dormant Reactivation,Northeast,control,286.97,5.0,0.0
966,pre,Digital Native,Southeast,treatment,1278.98,31.0,469.58
966,post,Digital Native,Southeast,treatment,1510.8,35.0,329.72
967,pre,Budget Occasional,Midwest,treatment,259.09000000000003,6.0,0.0
967,post,Budget Occasional,Midwest,treatment,368.99,5.0,0.0
968,pre,Mainstream,Southwest,treatment,1816.9,24.0,306.70000000000005
968,post,Mainstream,Southwest,treatment,1601.96,24.0,200.6
969,pre,Mainstream,Midwest,treatment,568.14,15.0,84.35
969,post,Mainstream,Midwest,treatment,1353.17,26.0,412.51
970,pre,Digital Native,Southeast,treatment,692.87,19.0,133.21
970,post,Digital Native,Southeast,treatment,1296.32,34.0,328.74
971,pre,Mainstream,Southeast,treatment,645.34,11.0,105.14
971,post,Mainstream,Southeast,treatment,613.26,8.0,31.95
972,pre,Affluent Frequent,West,control,4540.610000000001,42.0,1044.35
972,post,Affluent Frequent,West,control,4869.52,41.0,571.45
973,pre,Budget Occasional,Midwest,treatment,77.89,2.0,0.0
973,post,Budget Occasional,Midwest,treatment,234.03,6.0,59.29
974,pre,Mainstream,Midwest,control,1202.28,28.0,245.98
974,post,Mainstream,Midwest,control,1800.2,28.0,373.43
975,pre,Mainstream,Midwest,control,1475.35,28.0,260.89
975,post,Mainstream,Midwest,control,2300.33,31.0,194.18
976,pre,Mainstream,Northeast,treatment,939.83,18.0,253.68
976,post,Mainstream,Northeast,treatment,1285.13,27.0,297.74
977,pre,Digital Native,Northeast,treatment,2557.9,69.0,744.79
977,post,Digital Native,Northeast,treatment,2837.74,58.0,452.41
978,pre,Mainstream,Southeast,treatment,403.16,5.0,62.16
978,post,Mainstream,Southeast,treatment,346.6,9.0,0.0
979,pre,Budget Occasional,West,treatment,172.82,6.0,20.37
979,post,Budget Occasional,West,treatment,363.74,9.0,69.53
980,pre,Affluent Frequent,Southeast,treatment,2053.11,25.0,602.81
980,post,Affluent Frequent,Southeast,treatment,2804.33,27.0,536.73
981,pre,Mainstream,West,control,875.0,18.0,30.08
981,post,Mainstream,West,control,1468.0,21.0,384.65
982,pre,Mainstream,Midwest,treatment,1139.03,24.0,166.8
982,post,Mainstream,Midwest,treatment,1982.04,28.0,206.29
983,pre,Affluent Frequent,Midwest,control,4994.57,46.0,1140.78
983,post,Affluent Frequent,Midwest,control,5988.54,59.0,1249.35
984,pre,Affluent Frequent,Northeast,treatment,7014.77,61.0,672.28
984,post,Affluent Frequent,Northeast,treatment,10064.97,87.0,2702.68
985,pre,Budget Occasional,Northeast,treatment,259.73,5.0,0.0
985,post,Budget Occasional,Northeast,treatment,0.0,0.0,0.0
986,pre,Digital Native,Northeast,treatment,1093.91,30.0,364.96
986,post,Digital Native,Northeast,treatment,2654.31,58.0,616.46
987,pre,Digital Native,Southwest,treatment,450.94,13.0,113.18
987,post,Digital Native,Southwest,treatment,334.64,7.0,66.34
988,pre,Mainstream,Midwest,treatment,2794.26,44.0,357.96
988,post,Mainstream,Midwest,treatment,3273.35,47.0,505.22
989,pre,Affluent Frequent,Midwest,treatment,4350.14,46.0,687.47
989,post,Affluent Frequent,Midwest,treatment,7317.52,73.0,2053.51
990,pre,Digital Native,West,control,671.23,15.0,32.43
990,post,Digital Native,West,control,1636.15,32.0,282.35
991,pre,Mainstream,Midwest,treatment,983.92,9.0,108.3
991,post,Mainstream,Midwest,treatment,449.04,7.0,62.58
992,pre,Mainstream,Southwest,control,979.63,19.0,103.36
992,post,Mainstream,Southwest,control,1984.86,25.0,218.83
993,pre,Affluent Frequent,West,treatment,3804.95,33.0,722.8199999999999
