customer_id,segment,region,group,tenure_months,activity_index
1313,Affluent Frequent,Midwest,control,64,1.2989
1314,Digital Native,Midwest,treatment,102,0.5836
1315,Digital Native,West,control,120,0.5534
1316,Digital Native,Midwest,treatment,99,1.0799
1317,Mainstream,West,control,59,1.066
1318,Budget Occasional,Northeast,treatment,73,1.0618
1319,Mainstream,West,control,67,0.862
1320,Mainstream,Southeast,control,77,0.7776
1321,Digital Native,West,treatment,32,1.0233
1322,Budget Occasional,Southeast,treatment,20,1.3251
1323,Digital Native,Midwest,control,61,0.7641
1324,Affluent Frequent,Southwest,control,92,1.5153
1325,Mainstream,Midwest,treatment,65,1.1962
1326,Digital Native,Southeast,control,50,0.1741
1327,Digital Native,Midwest,control,68,1.2482
1328,Mainstream,Midwest,treatment,14,1.1265
1329,Digital Native,Midwest,treatment,8,1.4102
1330,Affluent Frequent,Midwest,treatment,18,1.5186
1331,Dormant Reactivation,Southeast,treatment,49,2.6479
1332,Affluent Frequent,West,control,94,0.5679
1333,Budget Occasional,Southeast,control,101,0.4733
1334,Budget Occasional,West,treatment,36,1.2077
1335,Budget Occasional,Northeast,control,12,1.1433
1336,Budget Occasional,Southeast,control,99,1.0742
1337,Budget Occasional,Southeast,treatment,6,0.259
1338,Mainstream,West,treatment,80,0.9327
1339,Mainstream,Northeast,control,111,0.8218
1340,Mainstream,Northeast,control,43,0.3842
1341,Digital Native,Midwest,treatment,79,1.5049
1342,Budget Occasional,Midwest,control,53,0.9244
1343,Affluent Frequent,Midwest,control,40,1.7006
1344,Mainstream,Southwest,control,75,0.932
1345,Mainstream,Northeast,treatment,77,0.5818
1346,Digital Native,Northeast,control,84,1.222
1347,Dormant Reactivation,West,treatment,66,1.1923
1348,Budget Occasional,West,control,96,1.4964
1349,Dormant Reactivation,Southwest,treatment,92,1.3208
1350,Budget Occasional,Midwest,control,9,0.8849
1351,Budget Occasional,Northeast,control,47,0.7785
1352,Dormant Reactivation,Southeast,treatment,104,0.9448
1353,Budget Occasional,Southwest,control,49,1.1977
1354,Mainstream,Northeast,control,67,0.3888
1355,Budget Occasional,Southeast,control,24,0.9463
1356,Dormant Reactivation,Midwest,treatment,86,1.0375
1357,Digital Native,Southeast,treatment,9,1.0935
1358,Affluent Frequent,West,treatment,104,0.6781
1359,Affluent Frequent,Northeast,treatment,56,1.0387
1360,Digital Native,Northeast,treatment,13,0.7433
1361,Affluent Frequent,Southeast,control,86,0.8273
1362,Budget Occasional,West,treatment,69,1.3823
1363,Affluent Frequent,Midwest,control,84,0.6599
1364,Mainstream,West,control,28,1.1191
1365,Affluent Frequent,Midwest,treatment,119,2.1838
1366,Mainstream,Midwest,treatment,70,0.4908
1367,Affluent Frequent,Southwest,control,96,0.1714
1368,Mainstream,Southeast,treatment,74,0.3581
1369,Mainstream,Southwest,control,95,2.6095
1370,Mainstream,West,treatment,66,2.5516
1371,Digital Native,Northeast,treatment,79,0.5594
1372,Mainstream,Northeast,control,108,0.9167
1373,Affluent Frequent,Southeast,control,49,0.9441
1374,Mainstream,West,treatment,31,0.7092
1375,Budget Occasional,Northeast,treatment,112,1.2981
1376,Mainstream,West,treatment,16,1.2194
1377,Budget Occasional,Southeast,control,11,0.4764
1378,Budget Occasional,Midwest,control,112,0.9772
1379,Digital Native,Midwest,control,75,0.3406
1380,Dormant Reactivation,West,control,113,0.4823
1381,Budget Occasional,Southwest,control,16,0.8076
1382,Dormant Reactivation,Northeast,control,37,1.1444
1383,Affluent Frequent,West,control,12,1.027
1384,Affluent Frequent,Southeast,control,23,1.9854
1385,Affluent Frequent,Southwest,control,74,0.9678
1386,Affluent Frequent,Northeast,control,55,1.5217
1387,Affluent Frequent,Midwest,control,45,0.9485
1388,Digital Native,West,control,107,0.4647
1389,Digital Native,Southeast,treatment,47,1.0514
1390,Budget Occasional,Southeast,treatment,26,1.6547
1391,Budget Occasional,Northeast,control,87,1.6223
1392,Budget Occasional,Northeast,control,29,0.6491
1393,Dormant Reactivation,Midwest,control,80,0.3805
1394,Dormant Reactivation,Southwest,treatment,58,1.6289
1395,Dormant Reactivation,Southwest,control,33,1.9032
1396,Mainstream,Midwest,control,62,0.5803
1397,Mainstream,Midwest,control,99,0.8735
1398,Dormant Reactivation,West,control,60,0.9249
1399,Digital Native,Northeast,treatment,28,0.9855
1400,Digital Native,West,treatment,98,1.335
1401,Budget Occasional,Midwest,control,40,0.492
1402,Budget Occasional,Northeast,control,17,0.4703
1403,Mainstream,Northeast,treatment,120,1.5068
1404,Mainstream,Northeast,control,38,0.8874
1405,Mainstream,Northeast,treatment,17,0.6058
1406,Affluent Frequent,Northeast,treatment,74,1.399
1407,Digital Native,Northeast,treatment,16,0.2193
1408,Digital Native,Northeast,treatment,55,1.3905
1409,Budget Occasional,West,control,34,0.848
1410,Budget Occasional,West,control,55,0.3907
1411,Digital Native,Midwest,control,67,0.5956
1412,Mainstream,Southeast,control,34,0.49
1413,Affluent Frequent,Midwest,treatment,75,0.8659
1414,Affluent Frequent,Southeast,treatment,59,0.6423
1415,Mainstream,Northeast,control,102,0.7281
1416,Digital Native,Midwest,control,84,1.7339
1417,Mainstream,Midwest,control,32,1.0039
1418,Affluent Frequent,Southeast,control,59,0.9602
1419,Budget Occasional,West,treatment,77,1.1334
1420,Affluent Frequent,Midwest,control,120,0.437
1421,Mainstream,Midwest,control,97,0.443
1422,Budget Occasional,Southwest,treatment,54,0.4842
1423,Digital Native,Southeast,control,14,0.8352
1424,Budget Occasional,Northeast,treatment,108,0.895
1425,Budget Occasional,West,control,113,1.5524
1426,Mainstream,Northeast,control,92,0.8538
1427,Dormant Reactivation,Southeast,control,58,0.7202
1428,Budget Occasional,Midwest,control,82,1.4418
1429,Mainstream,West,control,114,0.4185
1430,Affluent Frequent,Southeast,treatment,27,1.0482
1431,Affluent Frequent,Northeast,control,84,0.6046
1432,Mainstream,Southeast,control,116,1.5159
1433,Mainstream,Northeast,treatment,18,1.4282
1434,Affluent Frequent,West,control,23,0.453
1435,Mainstream,West,treatment,57,0.2875
1436,Dormant Reactivation,West,treatment,113,0.5008
1437,Mainstream,West,control,106,0.6247
1438,Affluent Frequent,Southeast,control,103,1.3158
1439,Digital Native,West,control,108,0.9618
1440,Budget Occasional,West,control,90,1.7114
1441,Budget Occasional,West,control,93,0.3612
1442,Affluent Frequent,Southwest,control,110,1.3984
1443,Budget Occasional,Southeast,control,62,0.7452
1444,Budget Occasional,Southeast,control,25,1.6505
1445,Mainstream,Midwest,control,5,0.7298
1446,Mainstream,Midwest,treatment,80,1.3847
1447,Digital Native,Southeast,control,119,1.1315
1448,Mainstream,Southeast,treatment,19,0.6332
1449,Affluent Frequent,Northeast,control,70,2.0369
1450,Affluent Frequent,Southeast,treatment,19,2.1857
1451,Budget Occasional,Southeast,control,24,0.8309
1452,Budget Occasional,Southeast,treatment,4,1.1175
1453,Dormant Reactivation,Northeast,control,65,0.346
1454,Budget Occasional,West,treatment,74,0.8612
1455,Digital Native,Southeast,control,14,1.5115
1456,Digital Native,Southwest,control,35,1.0697
1457,Mainstream,Southeast,treatment,71,1.1753
1458,Budget Occasional,Northeast,treatment,20,2.3892
1459,Affluent Frequent,West,control,14,1.0746
1460,Budget Occasional,Northeast,treatment,36,1.1719
1461,Budget Occasional,Southwest,treatment,85,0.5084
1462,Dormant Reactivation,Midwest,control,87,1.1648
1463,Digital Native,West,control,33,0.7541
1464,Mainstream,West,control,26,1.408
1465,Mainstream,Southwest,control,32,0.8082
1466,Digital Native,Southeast,control,115,1.7594
1467,Mainstream,West,treatment,72,0.6722
1468,Budget Occasional,Southwest,control,76,1.5622
1469,Affluent Frequent,West,treatment,117,1.0709
1470,Affluent Frequent,Southeast,treatment,48,1.1467
1471,Affluent Frequent,West,treatment,24,1.754
1472,Mainstream,West,control,58,0.3842
1473,Mainstream,Midwest,treatment,52,0.4426
1474,Mainstream,Northeast,treatment,68,0.5762
1475,Digital Native,Southeast,treatment,11,0.7524
1476,Dormant Reactivation,Northeast,treatment,77,0.4281
1477,Digital Native,Southeast,control,106,1.3072
1478,Digital Native,Southeast,control,68,0.3989
1479,Affluent Frequent,West,treatment,95,1.8179
1480,Dormant Reactivation,West,treatment,29,0.7204
1481,Mainstream,Southeast,treatment,110,1.4926
1482,Affluent Frequent,Midwest,treatment,54,0.9255
1483,Affluent Frequent,West,control,97,0.5297
1484,Mainstream,West,control,27,0.5779
1485,Mainstream,Southwest,treatment,92,0.4798
1486,Mainstream,Southeast,control,33,1.0074
1487,Mainstream,West,treatment,35,1.3914
1488,Affluent Frequent,West,control,67,0.9278
1489,Mainstream,Midwest,control,60,2.4296
1490,Affluent Frequent,Midwest,treatment,100,3.0095
1491,Mainstream,West,treatment,31,0.3538
1492,Mainstream,Southeast,control,108,1.27
1493,Affluent Frequent,Midwest,treatment,37,1.469
1494,Mainstream,Southeast,treatment,73,0.2556
1495,Mainstream,Midwest,treatment,77,0.9667
1496,Affluent Frequent,Southeast,control,87,0.3026
1497,Budget Occasional,Southeast,treatment,17,0.7758
1498,Mainstream,Northeast,control,93,0.6284
1499,Affluent Frequent,West,control,87,0.58
1500,Budget Occasional,Midwest,control,44,1.0742
1501,Budget Occasional,Northeast,treatment,115,1.7526
1502,Dormant Reactivation,Northeast,treatment,52,0.5407
1503,Affluent Frequent,Northeast,control,114,0.7185
1504,Budget Occasional,Southeast,treatment,31,0.3442
1505,Affluent Frequent,Southwest,treatment,63,1.5313
1506,Mainstream,West,treatment,59,1.9855
1507,Digital Native,Northeast,treatment,55,1.6701
1508,Digital Native,Southeast,control,43,1.9247
1509,Digital Native,Southeast,treatment,46,0.3791
1510,Affluent Frequent,Midwest,control,101,1.6324
1511,Mainstream,Southeast,control,73,1.1507
1512,Digital Native,Southwest,treatment,54,0.6844
1513,Affluent Frequent,Southeast,treatment,107,0.4099
1514,Mainstream,Southeast,treatment,109,0.551
1515,Affluent Frequent,Southeast,treatment,108,0.8426
1516,Budget Occasional,Northeast,treatment,96,2.1967
1517,Digital Native,Southwest,control,62,0.8935
1518,Affluent Frequent,Midwest,control,94,1.0197
1519,Mainstream,West,control,73,1.4721
1520,Budget Occasional,Southwest,treatment,114,0.754
1521,Mainstream,Midwest,treatment,86,0.9331
1522,Mainstream,Southwest,control,61,0.4369
1523,Budget Occasional,Northeast,treatment,84,0.9312
1524,Budget Occasional,West,control,4,1.6281
1525,Budget Occasional,Southeast,control,5,0.4729
1526,Dormant Reactivation,Southeast,treatment,88,0.9677
1527,Digital Native,West,treatment,18,0.7401
1528,Digital Native,Southeast,control,50,0.6583
1529,Budget Occasional,Northeast,treatment,31,1.4578
1530,Mainstream,Southeast,control,75,0.9362
1531,Mainstream,Midwest,control,68,0.5705
1532,Mainstream,Northeast,treatment,42,0.4947
1533,Budget Occasional,Southeast,control,58,0.6726
1534,Budget Occasional,Northeast,control,101,1.3779
1535,Affluent Frequent,West,treatment,15,1.0006
1536,Mainstream,Southeast,treatment,62,0.7476
1537,Digital Native,Southwest,treatment,58,1.1513
1538,Mainstream,Southeast,treatment,107,1.3009
1539,Mainstream,Midwest,treatment,12,0.5862
1540,Budget Occasional,Midwest,treatment,10,0.5858
1541,Mainstream,West,treatment,13,1.1999
1542,Dormant Reactivation,West,control,112,1.9696
1543,Budget Occasional,Southeast,control,118,0.9159
1544,Affluent Frequent,Northeast,control,16,1.628
1545,Dormant Reactivation,West,treatment,41,0.8851
1546,Affluent Frequent,West,control,64,1.4115
1547,Affluent Frequent,Southeast,control,17,0.9803
1548,Affluent Frequent,Northeast,control,68,0.267
1549,Mainstream,Midwest,control,85,0.4891
1550,Mainstream,Southeast,treatment,26,0.3636
1551,Mainstream,Southwest,treatment,11,1.8323
1552,Mainstream,Midwest,treatment,91,1.0598
1553,Affluent Frequent,Northeast,control,46,0.4165
1554,Budget Occasional,West,control,43,0.5519
1555,Mainstream,Southeast,treatment,85,0.6355
1556,Budget Occasional,Southwest,control,112,0.8772
1557,Digital Native,Midwest,control,76,1.1483
1558,Dormant Reactivation,Northeast,treatment,115,0.6308
1559,Digital Native,Southwest,treatment,3,1.3098
1560,Mainstream,Midwest,control,46,1.6299
1561,Mainstream,Midwest,control,85,1.5255
1562,Affluent Frequent,Midwest,treatment,56,0.223
1563,Budget Occasional,Midwest,treatment,34,1.6981
1564,Budget Occasional,Southwest,control,116,0.3843
1565,Mainstream,Southeast,treatment,77,0.7184
1566,Dormant Reactivation,Midwest,control,80,0.8037
1567,Dormant Reactivation,West,control,5,1.3646
1568,Mainstream,West,control,67,1.4725
1569,Digital Native,Northeast,treatment,119,1.716
1570,Affluent Frequent,Southeast,treatment,120,1.7468
1571,Affluent Frequent,Southeast,treatment,46,1.0221
1572,Digital Native,West,control,72,0.8812
1573,Budget Occasional,Southeast,control,62,0.5752
1574,Affluent Frequent,Northeast,control,76,0.9905
1575,Digital Native,Northeast,treatment,25,0.8521
1576,Digital Native,Midwest,treatment,50,1.3288
1577,Mainstream,Northeast,control,23,0.7057
1578,Digital Native,Northeast,control,44,0.768
1579,Dormant Reactivation,Southwest,treatment,7,0.4697
1580,Budget Occasional,Southwest,treatment,73,0.8171
1581,Mainstream,Midwest,treatment,109,0.2785
1582,Budget Occasional,Northeast,control,15,0.8314
1583,Affluent Frequent,Southeast,control,31,0.9992
1584,Digital Native,Southeast,control,11,0.4015
1585,Budget Occasional,Midwest,treatment,114,1.6161
1586,Budget Occasional,West,control,22,1.6194
1587,Mainstream,Southwest,control,91,0.8692
1588,Budget Occasional,West,control,11,1.4925
1589,Affluent Frequent,Midwest,treatment,84,0.7568
1590,Budget Occasional,Midwest,control,33,0.7825
1591,Mainstream,West,treatment,36,0.6339
1592,Mainstream,Midwest,treatment,15,0.8446
1593,Mainstream,Midwest,control,81,1.4647
1594,Affluent Frequent,West,control,54,1.3152
1595,Mainstream,Midwest,treatment,76,1.0838
1596,Dormant Reactivation,Southeast,control,100,0.4762
1597,Affluent Frequent,Northeast,treatment,14,1.175
1598,Budget Occasional,West,control,103,0.7165
1599,Mainstream,Midwest,treatment,19,1.0293
1600,Mainstream,West,treatment,95,0.3492
1601,Mainstream,West,control,65,0.571
1602,Affluent Frequent,Southeast,control,100,0.3501
1603,Digital Native,Southeast,control,48,0.6582
1604,Dormant Reactivation,Northeast,control,75,1.4641
1605,Dormant Reactivation,Midwest,control,20,0.33
1606,Budget Occasional,Southeast,control,37,0.4875
1607,Affluent Frequent,Southwest,treatment,21,0.8969
1608,Affluent Frequent,Southeast,control,55,0.7976
1609,Digital Native,Midwest,control,108,1.3323
1610,Mainstream,West,treatment,33,0.6934
1611,Digital Native,Southeast,treatment,97,1.3872
1612,Digital Native,Midwest,control,69,0.3578
1613,Affluent Frequent,West,control,100,0.8631
1614,Dormant Reactivation,Southeast,treatment,23,0.3364
1615,Mainstream,Southeast,treatment,56,0.9903
1616,Mainstream,Midwest,treatment,100,1.5047
1617,Mainstream,Southeast,treatment,101,0.4888
1618,Affluent Frequent,Northeast,treatment,13,0.6432
1619,Affluent Frequent,Midwest,control,9,1.4155
1620,Mainstream,Southeast,treatment,14,1.0045
1621,Budget Occasional,Southeast,control,61,0.8887
1622,Mainstream,West,control,52,1.0525
1623,Affluent Frequent,Midwest,control,23,1.6982
1624,Mainstream,Midwest,treatment,32,1.0798
1625,Mainstream,Northeast,treatment,50,0.5617
1626,Affluent Frequent,West,control,12,0.6767
1627,Mainstream,West,treatment,103,0.8665
1628,Mainstream,Midwest,control,25,0.6952
1629,Mainstream,West,control,71,0.9993
1630,Budget Occasional,West,control,4,1.16
1631,Dormant Reactivation,Northeast,control,70,0.8935
1632,Mainstream,Midwest,control,95,0.5569
1633,Dormant Reactivation,Northeast,control,17,1.3777
1634,Digital Native,Southeast,control,93,1.0312
1635,Dormant Reactivation,Northeast,treatment,32,1.257
1636,Affluent Frequent,Northeast,control,7,0.8174
1637,Affluent Frequent,Southeast,control,77,2.7803
1638,Mainstream,Midwest,control,90,0.9086
1639,Mainstream,Midwest,control,81,2.2089
1640,Mainstream,Southeast,treatment,4,1.1709
1641,Digital Native,West,control,115,0.4995
1642,Budget Occasional,West,control,100,0.345
1643,Digital Native,West,control,8,2.0582
1644,Budget Occasional,Southeast,control,38,0.9803
1645,Mainstream,Southeast,control,95,1.2515
1646,Mainstream,West,control,67,0.5294
1647,Mainstream,Northeast,control,19,1.2517
1648,Dormant Reactivation,West,treatment,30,1.7177
1649,Mainstream,Southeast,treatment,51,1.2487
1650,Affluent Frequent,West,treatment,101,0.4858
1651,Mainstream,Southeast,control,57,2.216
1652,Mainstream,Midwest,control,5,1.7414
1653,Digital Native,Midwest,control,17,1.5437
1654,Digital Native,Southwest,control,44,0.8878
1655,Mainstream,Southeast,control,48,0.4782
1656,Budget Occasional,Midwest,control,78,0.9378
1657,Mainstream,Northeast,treatment,56,0.2287
1658,Mainstream,Southeast,treatment,58,1.6008
1659,Mainstream,West,treatment,33,0.6842
1660,Mainstream,Northeast,treatment,86,1.8117
1661,Affluent Frequent,Southeast,control,108,0.3117
1662,Budget Occasional,Northeast,treatment,32,1.3507
1663,Budget Occasional,Northeast,control,9,0.9782
1664,Budget Occasional,West,treatment,119,0.7929
1665,Affluent Frequent,West,control,87,0.6813
1666,Affluent Frequent,Southeast,treatment,64,0.4073
1667,Budget Occasional,Midwest,treatment,80,1.7069
1668,Affluent Frequent,Southeast,treatment,114,0.6803
1669,Budget Occasional,West,treatment,84,0.2492
1670,Digital Native,Northeast,treatment,106,0.7048
1671,Budget Occasional,Southwest,treatment,62,0.681
1672,Budget Occasional,Southeast,treatment,47,0.7688
1673,Dormant Reactivation,West,treatment,66,0.622
1674,Mainstream,Midwest,control,68,0.8294
1675,Mainstream,Southeast,treatment,22,1.2587
1676,Mainstream,Northeast,treatment,73,1.2911
1677,Budget Occasional,Northeast,treatment,43,0.1617
1678,Mainstream,Southeast,control,15,2.2486
1679,Mainstream,West,control,60,0.4749
1680,Affluent Frequent,Midwest,treatment,99,1.0781
1681,Budget Occasional,West,control,106,0.8831
1682,Dormant Reactivation,Southwest,treatment,81,1.2678
1683,Budget Occasional,West,control,14,1.1687
1684,Digital Native,Southwest,control,112,1.3624
1685,Mainstream,Midwest,treatment,101,0.8095
1686,Digital Native,Northeast,control,53,0.4656
1687,Dormant Reactivation,Northeast,control,53,0.7796
1688,Mainstream,West,treatment,50,0.8472
1689,Mainstream,Northeast,treatment,76,0.4744
1690,Budget Occasional,West,treatment,74,0.9487
1691,Affluent Frequent,West,treatment,84,1.1152
1692,Budget Occasional,West,treatment,11,1.0709
1693,Digital Native,West,control,73,0.6697
1694,Digital Native,Southwest,treatment,107,0.6165
1695,Mainstream,Southeast,control,95,1.2326
1696,Digital Native,Northeast,treatment,23,0.3168
1697,Mainstream,Southwest,control,46,0.5569
1698,Budget Occasional,Northeast,treatment,102,0.9187
1699,Mainstream,Southeast,treatment,101,1.5368
1700,Budget Occasional,Northeast,control,32,0.4527
1701,Mainstream,Southwest,control,76,0.9084
1702,Mainstream,Midwest,control,22,0.8627
1703,Dormant Reactivation,Southeast,treatment,98,0.4614
1704,Mainstream,Southeast,treatment,77,1.7803
1705,Affluent Frequent,Midwest,treatment,116,1.4414
1706,Dormant Reactivation,West,control,76,0.7302
1707,Mainstream,Northeast,control,35,0.324
1708,Dormant Reactivation,West,control,94,0.8232
1709,Mainstream,Northeast,treatment,17,0.451
1710,Budget Occasional,Southeast,control,15,1.0807
1711,Digital Native,Southwest,treatment,78,0.4984
1712,Affluent Frequent,Northeast,control,21,0.5264
1713,Mainstream,West,treatment,52,0.594
1714,Budget Occasional,Northeast,control,36,1.953
1715,Digital Native,Northeast,treatment,43,1.0064
1716,Affluent Frequent,Midwest,treatment,36,1.0831
1717,Digital Native,Northeast,control,16,1.1216
1718,Budget Occasional,West,treatment,41,1.1969
1719,Affluent Frequent,Northeast,treatment,17,0.3022
1720,Mainstream,Midwest,treatment,66,1.0314
1721,Digital Native,West,control,107,0.8324
1722,Digital Native,West,treatment,10,1.2809
1723,Affluent Frequent,Midwest,treatment,98,0.579
1724,Mainstream,West,treatment,30,0.4477
1725,Mainstream,West,treatment,9,0.9692
1726,Budget Occasional,Northeast,treatment,94,1.2389
1727,Budget Occasional,Northeast,control,12,0.902
1728,Budget Occasional,Southeast,control,52,1.4634
1729,Affluent Frequent,West,treatment,99,1.8968
1730,Digital Native,Midwest,treatment,12,0.3306
1731,Digital Native,Southeast,treatment,42,1.3172
1732,Mainstream,Midwest,treatment,68,0.5741
1733,Mainstream,Northeast,control,3,1.6501
1734,Mainstream,West,control,63,2.2594
1735,Mainstream,Midwest,control,78,0.3833
1736,Digital Native,Midwest,control,73,2.2111
1737,Digital Native,Southwest,control,7,0.3937
1738,Mainstream,Southeast,treatment,62,1.1886
1739,Budget Occasional,Midwest,treatment,84,1.5399
1740,Budget Occasional,West,control,41,3.0666
1741,Affluent Frequent,West,control,71,1.5632
1742,Budget Occasional,Northeast,control,17,1.881
1743,Affluent Frequent,West,treatment,47,1.3304
1744,Dormant Reactivation,Southwest,control,30,1.6594
1745,Mainstream,Southeast,treatment,84,1.1833
1746,Mainstream,Southwest,treatment,8,0.8865
1747,Budget Occasional,West,control,24,1.7001
1748,Budget Occasional,Northeast,control,36,0.3966
1749,Dormant Reactivation,Southeast,control,68,1.7057
1750,Mainstream,Southeast,control,6,0.6511
1751,Dormant Reactivation,Southeast,treatment,55,0.817
1752,Mainstream,West,treatment,26,1.1034
1753,Dormant Reactivation,Southeast,treatment,112,0.4251
1754,Mainstream,West,control,22,1.6347
1755,Mainstream,Northeast,treatment,88,1.7318
1756,Mainstream,West,control,11,0.4261
1757,Mainstream,Northeast,control,31,0.5771
1758,Affluent Frequent,Midwest,control,53,1.0606
1759,Budget Occasional,Midwest,control,78,1.4033
1760,Digital Native,Northeast,control,37,1.9645
1761,Mainstream,West,treatment,40,1.7352
1762,Budget Occasional,West,treatment,13,0.8947
1763,Affluent Frequent,Northeast,control,76,0.2578
1764,Mainstream,Southwest,control,67,1.6446
1765,Budget Occasional,Southeast,control,23,1.0728
1766,Mainstream,Southeast,treatment,58,1.0249
1767,Affluent Frequent,Northeast,control,73,0.4639
1768,Mainstream,Southeast,control,43,0.4298
1769,Dormant Reactivation,Midwest,control,29,0.6302
1770,Mainstream,Southeast,treatment,34,1.1594
1771,Affluent Frequent,Midwest,treatment,19,0.3681
1772,Mainstream,Midwest,control,8,0.7999
1773,Budget Occasional,Northeast,treatment,77,0.2562
1774,Mainstream,Southeast,treatment,78,0.9453
1775,Mainstream,West,treatment,13,1.1567
1776,Affluent Frequent,West,treatment,9,0.9379
1777,Mainstream,Southwest,treatment,63,1.3283
1778,Affluent Frequent,Midwest,treatment,93,1.1521
1779,Affluent Frequent,Northeast,treatment,25,1.9909
1780,Affluent Frequent,Midwest,treatment,9,0.635
1781,Budget Occasional,Northeast,treatment,70,1.0647
1782,Mainstream,Midwest,treatment,68,0.9626
1783,Mainstream,Midwest,treatment,18,1.4302
1784,Budget Occasional,West,control,16,0.4866
1785,Affluent Frequent,Midwest,treatment,30,1.0939
1786,Budget Occasional,Northeast,control,113,1.8843
1787,Affluent Frequent,West,treatment,53,0.9882
1788,Digital Native,West,treatment,24,1.4458
1789,Budget Occasional,Northeast,control,24,0.8408
1790,Mainstream,Northeast,treatment,16,1.1514
1791,Mainstream,Midwest,treatment,44,1.2255
1792,Budget Occasional,Southeast,control,50,0.6881
1793,Mainstream,Midwest,treatment,86,0.621
1794,Budget Occasional,West,treatment,58,0.5029
1795,Budget Occasional,Northeast,treatment,47,0.9025
1796,Budget Occasional,West,treatment,35,1.258
1797,Mainstream,Southeast,treatment,94,0.7953
1798,Budget Occasional,Northeast,treatment,75,1.0665
1799,Mainstream,West,treatment,42,1.4718
1800,Dormant Reactivation,Southeast,control,35,0.5285
1801,Budget Occasional,Northeast,treatment,75,0.826
1802,Digital Native,Northeast,treatment,116,0.8358
1803,Budget Occasional,Northeast,control,116,0.7641
1804,Dormant Reactivation,Southeast,control,119,0.8432
1805,Digital Native,Southwest,control,73,1.4777
1806,Budget Occasional,Northeast,control,72,1.6975
1807,Budget Occasional,West,treatment,36,0.535
1808,Budget Occasional,Southwest,control,92,0.9941
1809,Mainstream,Southeast,treatment,22,1.2826
1810,Affluent Frequent,West,treatment,97,1.1189
1811,Budget Occasional,Midwest,treatment,53,0.8812
1812,Budget Occasional,Southwest,control,54,0.782
1813,Budget Occasional,Northeast,control,61,0.2882
1814,Digital Native,West,control,15,0.6068
1815,Affluent Frequent,Northeast,control,42,0.8833
1816,Digital Native,Southeast,treatment,43,0.7105
1817,Digital Native,West,control,81,1.8872
1818,Affluent Frequent,Southeast,treatment,77,0.6979
1819,Mainstream,West,treatment,83,0.6525
1820,Digital Native,West,control,109,1.1869
1821,Mainstream,Southeast,treatment,55,0.3719
1822,Affluent Frequent,Southeast,treatment,96,0.3942
1823,Mainstream,Northeast,treatment,25,0.7784
1824,Budget Occasional,West,treatment,98,1.2181
1825,Affluent Frequent,Northeast,treatment,35,0.8741
1826,Affluent Frequent,Midwest,treatment,46,0.7407
1827,Mainstream,Midwest,control,55,1.1787
1828,Dormant Reactivation,Northeast,control,89,0.7415
1829,Mainstream,Southeast,treatment,98,0.7825
1830,Mainstream,Southeast,treatment,28,1.5629
1831,Affluent Frequent,Southwest,treatment,30,1.5212
1832,Affluent Frequent,Southeast,control,14,0.5
1833,Affluent Frequent,Midwest,treatment,58,1.6271
1834,Mainstream,West,treatment,59,1.4481
1835,Affluent Frequent,Northeast,control,86,0.5908
1836,Mainstream,Northeast,control,40,0.9281
1837,Affluent Frequent,Southeast,control,106,1.0606
1838,Budget Occasional,Midwest,treatment,70,1.1338
1839,Digital Native,West,treatment,64,0.7869
1840,Affluent Frequent,Southeast,control,90,0.7623
1841,Mainstream,Northeast,treatment,99,0.5389
1842,Digital Native,Midwest,control,76,0.5925
1843,Budget Occasional,Southeast,control,92,1.8015
1844,Mainstream,Northeast,control,82,1.4457
1845,Mainstream,West,treatment,91,0.3705
1846,Mainstream,Midwest,control,72,0.6809
1847,Budget Occasional,West,control,119,0.9539
1848,Digital Native,Northeast,control,53,0.8724
1849,Mainstream,Northeast,treatment,48,0.7081
1850,Mainstream,Northeast,control,8,1.2236
1851,Mainstream,Midwest,control,95,0.6164
1852,Budget Occasional,Northeast,treatment,92,1.0813
1853,Mainstream,Northeast,treatment,12,0.9556
1854,Mainstream,Southeast,treatment,96,1.6307
1855,Mainstream,West,treatment,8,0.6126
1856,Affluent Frequent,Midwest,control,110,0.4839
1857,Dormant Reactivation,Southeast,treatment,99,1.3322
1858,Mainstream,West,treatment,104,0.4648
1859,Mainstream,Midwest,control,54,1.9419
1860,Budget Occasional,Northeast,control,115,0.805
1861,Digital Native,Southeast,treatment,90,1.2902
1862,Budget Occasional,Northeast,treatment,68,1.4275
1863,Budget Occasional,Midwest,treatment,70,3.0463
1864,Dormant Reactivation,West,treatment,17,0.9063
1865,Budget Occasional,West,control,50,0.83
1866,Budget Occasional,Southwest,control,80,1.1546
1867,Mainstream,Northeast,control,22,0.5441
1868,Mainstream,West,control,72,1.2073
1869,Affluent Frequent,Northeast,treatment,101,1.125
1870,Budget Occasional,West,control,105,1.627
1871,Mainstream,Northeast,treatment,72,0.4796
1872,Mainstream,Southeast,control,43,0.8158
1873,Mainstream,West,treatment,26,0.7186
1874,Affluent Frequent,Southeast,treatment,34,0.925
1875,Mainstream,Southeast,treatment,11,0.8076
1876,Mainstream,West,treatment,114,0.5419
1877,Mainstream,Southeast,treatment,97,0.2402
1878,Affluent Frequent,Midwest,treatment,86,1.0138
1879,Digital Native,Southeast,treatment,64,0.5362
1880,Budget Occasional,Southeast,treatment,78,0.2858
1881,Budget Occasional,Midwest,treatment,80,1.5869
